0.099407,-0.72352,0.30531,0.56199,0.42471,-0.43034,0.56444
0.099172,-0.72352,0.30517,0.49443,0.49956,-0.50707,0.49885
0.098907,-0.72353,0.30511,0.4168,0.56425,-0.57348,0.42311
0.098635,-0.72353,0.30512,0.33069,0.61744,-0.62821,0.33875
0.098376,-0.72353,0.3052,0.23785,0.65807,-0.67016,0.2475
0.098153,-0.72353,0.30536,0.14016,0.68531,-0.69846,0.15121
0.097982,-0.72353,0.30557,0.039622,0.69859,-0.71254,0.051838
0.097878,-0.72353,0.30582,0.061725,-0.69765,0.71212,0.048587
0.097849,-0.72353,0.3061,0.16181,-0.68251,0.6972,0.14802
0.097898,-0.72353,0.30636,0.25861,-0.65347,0.66809,0.24444
0.098021,-0.72353,0.30661,0.35014,-0.61113,0.62538,0.33589
0.098073,-0.72807,0.30663,0.35014,-0.61113,0.62538,0.33589
0.097951,-0.72808,0.30639,0.25861,-0.65347,0.66809,0.24444
0.097902,-0.72808,0.30612,0.16181,-0.68251,0.6972,0.14802
0.097931,-0.72808,0.30585,0.061725,-0.69765,0.71212,0.048587
0.098035,-0.72808,0.3056,0.039622,0.69859,-0.71254,0.051838
0.098205,-0.72808,0.30538,0.14016,0.68531,-0.69846,0.15121
0.098429,-0.72808,0.30523,0.23785,0.65807,-0.67016,0.2475
0.098688,-0.72807,0.30514,0.33069,0.61744,-0.62821,0.33875
0.09896,-0.72807,0.30513,0.4168,0.56425,-0.57348,0.42311
0.099224,-0.72807,0.3052,0.49443,0.49956,-0.50707,0.49885
0.099459,-0.72806,0.30534,0.56199,0.42471,-0.43034,0.56444
0.099512,-0.73261,0.30536,0.56199,0.42471,-0.43034,0.56444
0.099277,-0.73261,0.30522,0.49443,0.49956,-0.50707,0.49885
0.099013,-0.73262,0.30516,0.4168,0.56425,-0.57348,0.42311
0.09874,-0.73262,0.30517,0.33069,0.61744,-0.62821,0.33875
0.098482,-0.73262,0.30525,0.23785,0.65807,-0.67016,0.2475
0.098258,-0.73262,0.30541,0.14016,0.68531,-0.69846,0.15121
0.098087,-0.73262,0.30562,0.039622,0.69859,-0.71254,0.051838
0.097983,-0.73262,0.30587,0.061725,-0.69765,0.71212,0.048587
0.097955,-0.73262,0.30614,0.16181,-0.68251,0.6972,0.14802
0.098004,-0.73262,0.30641,0.25861,-0.65347,0.66809,0.24444
0.098126,-0.73262,0.30666,0.35014,-0.61113,0.62538,0.33589
0.098179,-0.73716,0.30668,0.35014,-0.61113,0.62538,0.33589
0.098056,-0.73717,0.30644,0.25861,-0.65347,0.66809,0.24444
0.098007,-0.73717,0.30617,0.16181,-0.68251,0.6972,0.14802
0.098036,-0.73717,0.3059,0.061725,-0.69765,0.71212,0.048587
0.09814,-0.73717,0.30565,0.039622,0.69859,-0.71254,0.051838
0.098311,-0.73717,0.30543,0.14016,0.68531,-0.69846,0.15121
0.098534,-0.73717,0.30528,0.23785,0.65807,-0.67016,0.2475
0.098793,-0.73716,0.30519,0.33069,0.61744,-0.62821,0.33875
0.099065,-0.73716,0.30518,0.4168,0.56425,-0.57348,0.42311
0.09933,-0.73716,0.30525,0.49443,0.49956,-0.50707,0.49885
0.099564,-0.73715,0.30539,0.56199,0.42471,-0.43034,0.56444
0.099617,-0.7417,0.30541,0.56199,0.42471,-0.43034,0.56444
0.099382,-0.7417,0.30527,0.49443,0.49956,-0.50707,0.49885
0.099118,-0.74171,0.3052,0.4168,0.56425,-0.57348,0.42311
0.098846,-0.74171,0.30522,0.33069,0.61744,-0.62821,0.33875
0.098587,-0.74171,0.3053,0.23785,0.65807,-0.67016,0.2475
0.098363,-0.74171,0.30546,0.14016,0.68531,-0.69846,0.15121
0.098192,-0.74171,0.30567,0.039622,0.69859,-0.71254,0.051838
0.098089,-0.74171,0.30592,0.061725,-0.69765,0.71212,0.048587
0.09806,-0.74171,0.30619,0.16181,-0.68251,0.6972,0.14802
0.098109,-0.74171,0.30646,0.25861,-0.65347,0.66809,0.24444
0.098231,-0.74171,0.30671,0.35014,-0.61113,0.62538,0.33589
0.098284,-0.74625,0.30673,0.35014,-0.61113,0.62538,0.33589
0.098162,-0.74626,0.30649,0.25861,-0.65347,0.66809,0.24444
0.098113,-0.74626,0.30622,0.16181,-0.68251,0.6972,0.14802
0.098141,-0.74626,0.30595,0.061725,-0.69765,0.71212,0.048587
0.098245,-0.74626,0.3057,0.039622,0.69859,-0.71254,0.051838
0.098416,-0.74626,0.30548,0.14016,0.68531,-0.69846,0.15121
0.09864,-0.74626,0.30533,0.23785,0.65807,-0.67016,0.2475
0.098898,-0.74625,0.30524,0.33069,0.61744,-0.62821,0.33875
0.099171,-0.74625,0.30523,0.4168,0.56425,-0.57348,0.42311
0.099435,-0.74625,0.3053,0.49443,0.49956,-0.50707,0.49885
0.09967,-0.74624,0.30544,0.56199,0.42471,-0.43034,0.56444
0.099722,-0.75079,0.30546,0.56199,0.42471,-0.43034,0.56444
0.099488,-0.75079,0.30532,0.49443,0.49956,-0.50707,0.49885
0.099223,-0.7508,0.30525,0.4168,0.56425,-0.57348,0.42311
0.098951,-0.7508,0.30526,0.33069,0.61744,-0.62821,0.33875
0.098692,-0.7508,0.30535,0.23785,0.65807,-0.67016,0.2475
0.098469,-0.7508,0.30551,0.14016,0.68531,-0.69846,0.15121
0.098298,-0.7508,0.30572,0.039622,0.69859,-0.71254,0.051838
0.098194,-0.7508,0.30597,0.061725,-0.69765,0.71212,0.048587
0.098165,-0.7508,0.30624,0.16181,-0.68251,0.6972,0.14802
0.098214,-0.7508,0.30651,0.25861,-0.65347,0.66809,0.24444
0.098337,-0.7508,0.30676,0.35014,-0.61113,0.62538,0.33589
0.098389,-0.75534,0.30678,0.35014,-0.61113,0.62538,0.33589
0.098267,-0.75535,0.30654,0.25861,-0.65347,0.66809,0.24444
0.098218,-0.75535,0.30627,0.16181,-0.68251,0.6972,0.14802
0.098247,-0.75535,0.306,0.061725,-0.69765,0.71212,0.048587
0.09835,-0.75535,0.30574,0.039622,0.69859,-0.71254,0.051838
0.098521,-0.75535,0.30553,0.14016,0.68531,-0.69846,0.15121
0.098745,-0.75535,0.30538,0.23785,0.65807,-0.67016,0.2475
0.099003,-0.75534,0.30529,0.33069,0.61744,-0.62821,0.33875
0.099276,-0.75534,0.30528,0.4168,0.56425,-0.57348,0.42311
0.09954,-0.75534,0.30535,0.49443,0.49956,-0.50707,0.49885
0.099775,-0.75533,0.30548,0.56199,0.42471,-0.43034,0.56444
