q1,q2,q3,q4,q5,q6
-0.014756,-0.050625,-0.023702,-0.072551,-2.7774,-0.43029
-0.014454,-0.050648,-0.02381,-0.067814,-2.7995,-0.43123
-0.014149,-0.05067,-0.023912,-0.063067,-2.8215,-0.43213
-0.013842,-0.050692,-0.024007,-0.058308,-2.8436,-0.43298
-0.013533,-0.050714,-0.024095,-0.05354,-2.8656,-0.4338
-0.013222,-0.050736,-0.024177,-0.048762,-2.8877,-0.43457
-0.012909,-0.050758,-0.024251,-0.043974,-2.9097,-0.43529
-0.012594,-0.05078,-0.024319,-0.039177,-2.9318,-0.43598
-0.012278,-0.050802,-0.024379,-0.034372,-2.9539,-0.43662
-0.01196,-0.050824,-0.024433,-0.029558,-2.9759,-0.43722
-0.011641,-0.050846,-0.024479,-0.024735,-2.998,-0.43778
-0.011321,-0.050869,-0.024518,-0.019904,-3.0201,-0.4383
-0.011,-0.050891,-0.024551,-0.015065,-3.0421,-0.43877
-0.010679,-0.050913,-0.024576,-0.010218,-3.0642,-0.4392
-0.010356,-0.050935,-0.024594,-0.0053633,-3.0863,-0.43959
-0.010033,-0.050957,-0.024604,-0.00050153,-3.1084,-0.43994
-0.0097101,-0.05098,-0.024608,-0.0043131,3.0915,0.43477
-0.0093868,-0.051002,-0.024604,-0.0090019,3.0702,0.42901
-0.0090636,-0.051024,-0.024593,-0.013566,3.0488,0.42328
-0.0087405,-0.051046,-0.024575,-0.01801,3.0275,0.4176
-0.0084177,-0.051069,-0.02455,-0.022331,3.0061,0.41192
-0.0080955,-0.051091,-0.024518,-0.026536,2.9847,0.40629
-0.0077739,-0.051113,-0.024478,-0.030624,2.9633,0.40069
-0.0074532,-0.051136,-0.024431,-0.034599,2.9419,0.39514
-0.0071334,-0.051158,-0.024378,-0.038462,2.9204,0.38962
-0.0068148,-0.05118,-0.024317,-0.042215,2.8989,0.38413
-0.0064975,-0.051203,-0.024248,-0.045861,2.8774,0.37868
-0.0061816,-0.051225,-0.024173,-0.0494,2.856,0.37327
-0.0058674,-0.051247,-0.024091,-0.052834,2.8344,0.36789
-0.005555,-0.05127,-0.024002,-0.056167,2.8129,0.36255
-0.0052445,-0.051292,-0.023905,-0.059398,2.7914,0.35724
-0.0049361,-0.051314,-0.023802,-0.06253,2.7698,0.35198
-0.0046299,-0.051337,-0.023692,-0.065566,2.7482,0.34675
-0.0043262,-0.051359,-0.023576,-0.068505,2.7267,0.34156
-0.004025,-0.051382,-0.023452,-0.07135,2.7051,0.3364
-0.004025,-0.051382,-0.023452,-0.07135,2.7051,0.3364
-0.0037129,-0.051405,-0.023315,-0.074235,2.6825,0.33108
-0.0034039,-0.051428,-0.023171,-0.077019,2.6598,0.3258
-0.0030982,-0.051451,-0.02302,-0.079707,2.6372,0.32056
-0.002796,-0.051475,-0.022862,-0.0823,2.6146,0.31536
-0.0024974,-0.051498,-0.022697,-0.084799,2.5919,0.3102
-0.0022026,-0.051521,-0.022525,-0.087208,2.5692,0.30509
-0.0019119,-0.051544,-0.022346,-0.089524,2.5465,0.30001
-0.0016252,-0.051568,-0.02216,-0.091753,2.5238,0.29498
-0.0013429,-0.051591,-0.021967,-0.093895,2.5011,0.28999
-0.001065,-0.051614,-0.021768,-0.095951,2.4784,0.28505
-0.00079176,-0.051638,-0.021562,-0.097923,2.4557,0.28014
-0.00052326,-0.051661,-0.02135,-0.099813,2.433,0.27528
-0.00025966,-0.051684,-0.021132,-0.10162,2.4102,0.27047
-1.1251e-06,-0.051708,-0.020908,-0.10335,2.3874,0.26569
0.0002522,-0.051731,-0.020677,-0.10501,2.3647,0.26097
0.00050009,-0.051754,-0.020441,-0.10661,2.3419,0.25634
0.0007427,-0.051778,-0.020198,-0.10808,2.3191,0.25163
0.00097958,-0.051801,-0.019951,-0.10951,2.2963,0.24703
0.0012107,-0.051825,-0.019697,-0.11086,2.2735,0.24247
0.001436,-0.051848,-0.019438,-0.11214,2.2507,0.23796
0.0016552,-0.051871,-0.019174,-0.11336,2.2279,0.23349
0.0018683,-0.051895,-0.018905,-0.1145,2.205,0.22906
0.0020752,-0.051918,-0.018631,-0.11558,2.1822,0.22468
0.0022757,-0.051942,-0.018352,-0.11659,2.1594,0.22034
0.0024697,-0.051965,-0.018068,-0.11753,2.1365,0.21604
0.0026571,-0.051989,-0.01778,-0.11842,2.1136,0.21179
0.0028378,-0.052012,-0.017488,-0.11924,2.0908,0.20758
0.0030117,-0.052035,-0.017191,-0.12,2.0679,0.20343
0.0031787,-0.052059,-0.01689,-0.1207,2.045,0.1993
0.0033387,-0.052082,-0.016585,-0.12134,2.0221,0.19522
0.0034917,-0.052106,-0.016277,-0.12192,1.9992,0.19119
0.0036374,-0.052129,-0.015965,-0.12244,1.9763,0.1872
0.0037759,-0.052153,-0.015649,-0.12291,1.9534,0.18325
0.0039071,-0.052176,-0.015331,-0.12333,1.9305,0.17935
0.0040309,-0.0522,-0.015009,-0.12369,1.9076,0.1755
0.0041471,-0.052224,-0.014684,-0.124,1.8846,0.17168
0.0042558,-0.052247,-0.014357,-0.12426,1.8617,0.16791
0.0043569,-0.052271,-0.014027,-0.12447,1.8388,0.16419
0.0044504,-0.052294,-0.013695,-0.12463,1.8158,0.1605
0.0045361,-0.052318,-0.013361,-0.12474,1.7929,0.15687
0.004614,-0.052341,-0.013024,-0.1248,1.7699,0.15327
0.0046841,-0.052365,-0.012686,-0.12482,1.747,0.14972
0.0047463,-0.052388,-0.012346,-0.12479,1.724,0.14621
0.0048006,-0.052412,-0.012005,-0.12472,1.701,0.14275
0.0048469,-0.052436,-0.011662,-0.1246,1.678,0.13933
0.0048853,-0.052459,-0.011319,-0.12444,1.6551,0.13595
0.0049157,-0.052483,-0.010974,-0.12424,1.6321,0.13262
0.0049381,-0.052507,-0.010629,-0.12399,1.6091,0.12932
0.0049525,-0.05253,-0.010283,-0.12371,1.5861,0.12608
0.0049588,-0.052554,-0.0099371,-0.12339,1.5631,0.12287
0.0049588,-0.052554,-0.0099371,-0.12339,1.5631,0.12287
0.0049566,-0.052579,-0.0095691,-0.12302,1.5386,0.11953
0.0049454,-0.052603,-0.0092011,-0.12261,1.5142,0.11623
0.004925,-0.052628,-0.0088334,-0.12216,1.4897,0.11298
0.0048955,-0.052653,-0.0084663,-0.12167,1.4652,0.10978
0.004857,-0.052678,-0.0080999,-0.12114,1.4408,0.10663
0.0048094,-0.052703,-0.0077344,-0.12057,1.4163,0.10353
0.0047528,-0.052728,-0.0073702,-0.11996,1.3918,0.10047
0.0046871,-0.052753,-0.0070074,-0.11932,1.3673,0.097459
0.0046125,-0.052778,-0.0066463,-0.11864,1.3428,0.094496
0.004529,-0.052803,-0.006287,-0.11793,1.3183,0.091581
0.0044366,-0.052828,-0.0059298,-0.11718,1.2938,0.088712
0.0043354,-0.052852,-0.0055749,-0.1164,1.2693,0.08589
0.0042254,-0.052877,-0.0052226,-0.11559,1.2448,0.083114
0.0041067,-0.052902,-0.004873,-0.11475,1.2203,0.080386
0.0039794,-0.052927,-0.0045263,-0.11387,1.1958,0.077703
0.0038435,-0.052952,-0.0041829,-0.11298,1.1713,0.075073
0.0036991,-0.052977,-0.0038428,-0.11204,1.1468,0.072478
0.0035464,-0.053002,-0.0035064,-0.11108,1.1223,0.069934
0.0033853,-0.053027,-0.0031737,-0.11009,1.0978,0.067436
0.003216,-0.053052,-0.0028451,-0.10908,1.0732,0.064984
0.0030386,-0.053077,-0.0025207,-0.10804,1.0487,0.062578
0.0028533,-0.053102,-0.0022007,-0.10698,1.0242,0.060217
0.00266,-0.053127,-0.0018853,-0.10589,0.99964,0.057901
0.0024589,-0.053152,-0.0015747,-0.10478,0.9751,0.055631
0.0022502,-0.053177,-0.0012692,-0.10364,0.95056,0.053405
0.002034,-0.053202,-0.0009688,-0.10249,0.92602,0.051224
0.0018104,-0.053227,-0.00067382,-0.10131,0.90148,0.049088
0.0015795,-0.053252,-0.0003844,-0.10011,0.87693,0.046996
0.0013415,-0.053277,-0.00010073,-0.098895,0.85238,0.044948
0.0010965,-0.053302,0.00017702,-0.097659,0.82783,0.042945
0.00084466,-0.053327,0.00044868,-0.096403,0.80328,0.040986
0.00058615,-0.053352,0.00071407,-0.095131,0.77873,0.03907
0.00032112,-0.053377,0.00097304,-0.093842,0.75417,0.037199
4.9722e-05,-0.053402,0.0012254,-0.092535,0.72961,0.03537
-0.00022787,-0.053427,0.0014711,-0.091213,0.70505,0.033585
-0.0005115,-0.053452,0.0017098,-0.089876,0.68049,0.031843
-0.00080098,-0.053477,0.0019415,-0.088524,0.65592,0.030143
-0.0010961,-0.053502,0.002166,-0.087158,0.63136,0.028487
-0.0013968,-0.053527,0.0023832,-0.085779,0.60679,0.026873
-0.0017028,-0.053552,0.0025929,-0.084387,0.58222,0.025301
-0.0020139,-0.053577,0.002795,-0.082983,0.55765,0.023772
-0.00233,-0.053602,0.0029894,-0.081568,0.53308,0.022285
-0.0026508,-0.053627,0.0031759,-0.080143,0.50851,0.02084
-0.0029762,-0.053652,0.0033545,-0.078705,0.48393,0.019435
-0.0033059,-0.053677,0.003525,-0.077258,0.45935,0.018073
-0.0036398,-0.053702,0.0036874,-0.075802,0.43478,0.016752
-0.0039776,-0.053727,0.0038414,-0.074338,0.4102,0.015472
-0.0043192,-0.053752,0.0039871,-0.072866,0.38562,0.014232
-0.0046643,-0.053778,0.0041243,-0.071387,0.36104,0.013034
-0.0050128,-0.053803,0.004253,-0.069899,0.33645,0.011876
-0.0050128,-0.053803,0.004253,-0.069899,0.33645,0.011876
-0.0050195,-0.053832,0.0042575,-0.068058,0.33594,0.011545
-0.0050263,-0.053861,0.004262,-0.066221,0.33543,0.011216
-0.0050331,-0.05389,0.0042664,-0.064394,0.33491,0.010889
-0.0050399,-0.053919,0.0042707,-0.062573,0.3344,0.010565
-0.0050467,-0.053948,0.004275,-0.060759,0.33389,0.010242
-0.0050535,-0.053978,0.0042792,-0.058951,0.33337,0.0099214
-0.0050604,-0.054007,0.0042834,-0.057151,0.33286,0.0096032
-0.0050673,-0.054036,0.0042876,-0.055358,0.33235,0.009287
-0.0050742,-0.054065,0.0042916,-0.053571,0.33183,0.008973
-0.0050811,-0.054094,0.0042957,-0.0518,0.33132,0.0086625
-0.0050881,-0.054123,0.0042996,-0.050022,0.3308,0.0083518
-0.005095,-0.054153,0.0043036,-0.048253,0.33029,0.0080436
-0.005102,-0.054182,0.0043074,-0.046495,0.32977,0.0077381
-0.005109,-0.054211,0.0043113,-0.044743,0.32926,0.0074346
-0.0051161,-0.05424,0.004315,-0.042999,0.32874,0.0071332
-0.0051231,-0.054269,0.0043187,-0.041261,0.32823,0.0068339
-0.0051302,-0.054298,0.0043224,-0.039532,0.32771,0.0065371
-0.0051372,-0.054328,0.004326,-0.037806,0.32719,0.0062415
-0.0051443,-0.054357,0.0043296,-0.036089,0.32668,0.0059484
-0.0051515,-0.054386,0.0043331,-0.034379,0.32616,0.0056573
-0.0051586,-0.054415,0.0043365,-0.032676,0.32564,0.0053683
-0.0051658,-0.054444,0.0043399,-0.03098,0.32513,0.0050814
-0.0051729,-0.054474,0.0043433,-0.02929,0.32461,0.0047965
-0.0051801,-0.054503,0.0043466,-0.027609,0.32409,0.0045139
-0.0051873,-0.054532,0.0043498,-0.025932,0.32357,0.0042328
-0.0051946,-0.054561,0.004353,-0.024264,0.32306,0.0039539
-0.0052018,-0.05459,0.0043562,-0.022603,0.32254,0.0036772
-0.0052091,-0.05462,0.0043593,-0.020947,0.32202,0.0034023
-0.0052164,-0.054649,0.0043623,-0.019299,0.3215,0.0031294
-0.0052236,-0.054678,0.0043653,-0.017658,0.32098,0.0028586
-0.005231,-0.054707,0.0043683,-0.016024,0.32047,0.0025897
-0.0052383,-0.054736,0.0043712,-0.014396,0.31995,0.0023229
-0.0052456,-0.054765,0.004374,-0.012776,0.31943,0.0020581
-0.005253,-0.054795,0.0043769,-0.011162,0.31891,0.0017951
-0.0052604,-0.054824,0.0043796,-0.0095545,0.31839,0.001534
-0.0052678,-0.054853,0.0043823,-0.0079544,0.31787,0.001275
-0.0052752,-0.054882,0.004385,-0.0063623,0.31735,0.0010181
-0.0052826,-0.054911,0.0043876,-0.0047744,0.31683,0.00076273
-0.0052901,-0.054941,0.0043901,-0.0031941,0.31631,0.00050943
-0.0052975,-0.05497,0.0043927,-0.0016209,0.31579,0.00025809
-0.005305,-0.054999,0.0043951,-5.4408e-05,0.31527,8.6485e-06
-0.0053125,-0.055028,0.0043975,0.0018955,0.31475,-0.00030079
-0.00532,-0.055057,0.0043999,0.0038802,0.31423,-0.0006147
-0.0053276,-0.055087,0.0044022,0.0058863,0.31371,-0.00093096
-0.0053351,-0.055116,0.0044044,0.0079143,0.31319,-0.0012496
-0.0053427,-0.055145,0.0044066,0.0099644,0.31267,-0.0015706
-0.0053503,-0.055174,0.0044087,0.012037,0.31215,-0.0018941
-0.0053579,-0.055204,0.0044108,0.014132,0.31163,-0.00222
-0.0053655,-0.055233,0.0044127,0.016251,0.31111,-0.0025485
-0.0053732,-0.055262,0.0044147,0.018393,0.31058,-0.0028795
-0.0053732,-0.055262,0.0044147,0.018393,0.31058,-0.0028795
-0.0053729,-0.055266,0.0044145,0.018696,0.3106,-0.0029272
-0.0053726,-0.05527,0.0044143,0.019,0.31062,-0.002975
-0.0053724,-0.055275,0.0044142,0.019305,0.31064,-0.0030229
-0.0053721,-0.055279,0.004414,0.01961,0.31066,-0.0030708
-0.0053718,-0.055283,0.0044138,0.019915,0.31068,-0.0031189
-0.0053716,-0.055287,0.0044137,0.020221,0.3107,-0.003167
-0.0053713,-0.055291,0.0044135,0.020528,0.31072,-0.0032152
-0.0053711,-0.055295,0.0044133,0.020834,0.31074,-0.0032635
-0.0053708,-0.055299,0.0044131,0.021142,0.31076,-0.0033119
-0.0053705,-0.055303,0.004413,0.02145,0.31078,-0.0033603
-0.0053703,-0.055308,0.0044128,0.021758,0.3108,-0.0034088
-0.00537,-0.055312,0.0044126,0.022067,0.31082,-0.0034574
-0.0053698,-0.055316,0.0044124,0.022376,0.31084,-0.0035061
-0.0053695,-0.05532,0.0044122,0.022686,0.31086,-0.0035549
-0.0053692,-0.055324,0.004412,0.022996,0.31088,-0.0036037
-0.005369,-0.055328,0.0044119,0.023307,0.3109,-0.0036527
-0.0053687,-0.055332,0.0044117,0.023618,0.31092,-0.0037017
-0.0053685,-0.055336,0.0044115,0.02393,0.31094,-0.0037508
-0.0053682,-0.055341,0.0044113,0.024242,0.31096,-0.0038
-0.0053679,-0.055345,0.0044111,0.024555,0.31098,-0.0038492
-0.0053677,-0.055349,0.0044109,0.024868,0.311,-0.0038986
-0.0053674,-0.055353,0.0044107,0.025181,0.31102,-0.003948
-0.0053672,-0.055357,0.0044105,0.025496,0.31104,-0.0039975
-0.0053669,-0.055361,0.0044103,0.02581,0.31106,-0.0040471
-0.0053667,-0.055365,0.0044102,0.026125,0.31107,-0.0040968
-0.0053664,-0.055369,0.00441,0.026441,0.31109,-0.0041466
-0.0053662,-0.055374,0.0044098,0.026757,0.31111,-0.0041964
-0.0053659,-0.055378,0.0044096,0.027074,0.31113,-0.0042464
-0.0053656,-0.055382,0.0044094,0.027391,0.31115,-0.0042964
-0.0053654,-0.055386,0.0044092,0.027709,0.31117,-0.0043465
-0.0053651,-0.05539,0.004409,0.028027,0.31119,-0.0043967
-0.0053649,-0.055394,0.0044087,0.028345,0.31121,-0.004447
-0.0053646,-0.055398,0.0044085,0.028664,0.31123,-0.0044973
-0.0053644,-0.055402,0.0044083,0.028984,0.31125,-0.0045478
-0.0053641,-0.055407,0.0044081,0.029304,0.31127,-0.0045983
-0.0053639,-0.055411,0.0044079,0.029625,0.31129,-0.0046489
-0.0053636,-0.055415,0.0044077,0.029946,0.31131,-0.0046996
-0.0053634,-0.055419,0.0044075,0.030268,0.31133,-0.0047504
-0.0053631,-0.055423,0.0044073,0.03059,0.31135,-0.0048013
-0.0053629,-0.055427,0.0044071,0.030913,0.31137,-0.0048522
-0.0053626,-0.055431,0.0044069,0.031236,0.31139,-0.0049033
-0.0053624,-0.055435,0.0044066,0.031559,0.31141,-0.0049544
-0.0053621,-0.05544,0.0044064,0.031884,0.31143,-0.0050056
-0.0053619,-0.055444,0.0044062,0.032208,0.31145,-0.005057
-0.0053616,-0.055448,0.004406,0.032534,0.31146,-0.0051084
-0.0053614,-0.055452,0.0044058,0.032859,0.31148,-0.0051598
-0.0053612,-0.055456,0.0044055,0.033186,0.3115,-0.0052114
-0.0053609,-0.05546,0.0044053,0.033512,0.31152,-0.0052631
-0.0053607,-0.055464,0.0044051,0.03384,0.31154,-0.0053148
-0.0053604,-0.055468,0.0044049,0.034167,0.31156,-0.0053667
-0.0053604,-0.055468,0.0044049,0.034167,0.31156,-0.0053667
-0.0053601,-0.055468,0.0044048,0.034169,0.31158,-0.0053673
-0.0053598,-0.055468,0.0044047,0.034171,0.3116,-0.0053679
-0.0053596,-0.055468,0.0044046,0.034172,0.31162,-0.0053684
-0.0053593,-0.055468,0.0044045,0.034174,0.31164,-0.005369
-0.005359,-0.055469,0.0044044,0.034175,0.31166,-0.0053696
-0.0053587,-0.055469,0.0044043,0.034177,0.31168,-0.0053702
-0.0053584,-0.055469,0.0044042,0.034178,0.3117,-0.0053708
-0.0053581,-0.055469,0.0044041,0.03418,0.31172,-0.0053714
-0.0053578,-0.055469,0.004404,0.034182,0.31174,-0.005372
-0.0053575,-0.055469,0.0044039,0.034183,0.31176,-0.0053726
-0.0053573,-0.055469,0.0044038,0.034185,0.31178,-0.0053732
-0.005357,-0.055469,0.0044037,0.034186,0.3118,-0.0053738
-0.0053567,-0.055469,0.0044036,0.034188,0.31182,-0.0053744
-0.0053564,-0.055469,0.0044035,0.034189,0.31184,-0.005375
-0.0053561,-0.055469,0.0044034,0.034191,0.31186,-0.0053756
-0.0053558,-0.055469,0.0044034,0.034193,0.31188,-0.0053762
-0.0053555,-0.055469,0.0044033,0.034194,0.3119,-0.0053768
-0.0053552,-0.055469,0.0044032,0.034196,0.31192,-0.0053774
-0.005355,-0.055469,0.0044031,0.034197,0.31194,-0.005378
-0.0053547,-0.055469,0.004403,0.034199,0.31196,-0.0053786
-0.0053544,-0.055469,0.0044029,0.0342,0.31198,-0.0053792
-0.0053541,-0.055469,0.0044028,0.034202,0.312,-0.0053798
-0.0053538,-0.055469,0.0044027,0.034204,0.31202,-0.0053804
-0.0053535,-0.055469,0.0044026,0.034205,0.31204,-0.005381
-0.0053532,-0.055469,0.0044025,0.034207,0.31206,-0.0053816
-0.0053529,-0.055469,0.0044024,0.034208,0.31208,-0.0053822
-0.0053526,-0.055469,0.0044023,0.03421,0.3121,-0.0053828
-0.0053524,-0.055469,0.0044022,0.034212,0.31212,-0.0053834
-0.0053521,-0.055469,0.0044021,0.034213,0.31214,-0.005384
-0.0053518,-0.055469,0.004402,0.034215,0.31216,-0.0053846
-0.0053515,-0.055469,0.004402,0.034216,0.31218,-0.0053852
-0.0053512,-0.055469,0.0044019,0.034218,0.3122,-0.0053858
-0.0053509,-0.055469,0.0044018,0.034219,0.31222,-0.0053864
-0.0053506,-0.055469,0.0044017,0.034221,0.31224,-0.005387
-0.0053503,-0.055469,0.0044016,0.034223,0.31226,-0.0053876
-0.0053501,-0.055469,0.0044015,0.034224,0.31228,-0.0053882
-0.0053498,-0.055469,0.0044014,0.034226,0.3123,-0.0053888
-0.0053495,-0.055469,0.0044013,0.034227,0.31232,-0.0053894
-0.0053492,-0.055469,0.0044012,0.034229,0.31234,-0.00539
-0.0053489,-0.055469,0.0044011,0.03423,0.31236,-0.0053906
-0.0053486,-0.055469,0.004401,0.034232,0.31238,-0.0053912
-0.0053483,-0.055469,0.0044009,0.034234,0.3124,-0.0053918
-0.005348,-0.055469,0.0044008,0.034235,0.31242,-0.0053924
-0.0053478,-0.055469,0.0044007,0.034237,0.31244,-0.005393
-0.0053475,-0.055469,0.0044006,0.034238,0.31246,-0.0053936
-0.0053472,-0.055469,0.0044005,0.03424,0.31248,-0.0053942
-0.0053469,-0.055469,0.0044005,0.034241,0.3125,-0.0053948
-0.0053466,-0.055469,0.0044004,0.034243,0.31252,-0.0053954
-0.0053463,-0.055469,0.0044003,0.034245,0.31254,-0.005396
-0.005346,-0.055469,0.0044002,0.034246,0.31256,-0.0053966
-0.005346,-0.055469,0.0044002,0.034246,0.31256,-0.0053966
-0.0053461,-0.055473,0.0044,0.034568,0.31256,-0.0054473
-0.0053461,-0.055478,0.0043999,0.034891,0.31256,-0.0054981
-0.0053462,-0.055482,0.0043998,0.035214,0.31256,-0.005549
-0.0053462,-0.055486,0.0043996,0.035537,0.31256,-0.0056
-0.0053462,-0.05549,0.0043995,0.035861,0.31256,-0.0056511
-0.0053463,-0.055494,0.0043994,0.036186,0.31256,-0.0057022
-0.0053463,-0.055498,0.0043992,0.036511,0.31256,-0.0057535
-0.0053464,-0.055502,0.0043991,0.036837,0.31256,-0.0058048
-0.0053464,-0.055506,0.0043989,0.037163,0.31256,-0.0058562
-0.0053465,-0.05551,0.0043988,0.037489,0.31256,-0.0059076
-0.0053465,-0.055514,0.0043986,0.037816,0.31255,-0.0059592
-0.0053466,-0.055518,0.0043985,0.038144,0.31255,-0.0060108
-0.0053466,-0.055522,0.0043983,0.038472,0.31255,-0.0060625
-0.0053467,-0.055526,0.0043982,0.038801,0.31255,-0.0061143
-0.0053467,-0.05553,0.004398,0.03913,0.31255,-0.0061662
-0.0053468,-0.055534,0.0043979,0.03946,0.31255,-0.0062181
-0.0053468,-0.055538,0.0043977,0.03979,0.31255,-0.0062702
-0.0053469,-0.055542,0.0043976,0.040121,0.31255,-0.0063223
-0.0053469,-0.055546,0.0043974,0.040452,0.31255,-0.0063745
-0.005347,-0.05555,0.0043973,0.040784,0.31255,-0.0064268
-0.005347,-0.055554,0.0043971,0.041116,0.31255,-0.0064791
-0.0053471,-0.055558,0.0043969,0.041449,0.31255,-0.0065316
-0.0053471,-0.055562,0.0043968,0.041782,0.31255,-0.0065841
-0.0053472,-0.055566,0.0043966,0.042116,0.31255,-0.0066367
-0.0053472,-0.055571,0.0043965,0.042451,0.31254,-0.0066894
-0.0053473,-0.055575,0.0043963,0.042786,0.31254,-0.0067422
-0.0053473,-0.055579,0.0043961,0.043121,0.31254,-0.0067951
-0.0053474,-0.055583,0.004396,0.043457,0.31254,-0.006848
-0.0053474,-0.055587,0.0043958,0.043794,0.31254,-0.0069011
-0.0053475,-0.055591,0.0043956,0.044131,0.31254,-0.0069542
-0.0053476,-0.055595,0.0043954,0.044468,0.31254,-0.0070074
-0.0053476,-0.055599,0.0043953,0.044806,0.31254,-0.0070607
-0.0053477,-0.055603,0.0043951,0.045145,0.31254,-0.007114
-0.0053477,-0.055607,0.0043949,0.045484,0.31254,-0.0071675
-0.0053478,-0.055611,0.0043947,0.045824,0.31254,-0.007221
-0.0053478,-0.055615,0.0043946,0.046164,0.31254,-0.0072746
-0.0053479,-0.055619,0.0043944,0.046505,0.31254,-0.0073283
-0.005348,-0.055623,0.0043942,0.046846,0.31253,-0.0073821
-0.005348,-0.055627,0.004394,0.047188,0.31253,-0.007436
-0.0053481,-0.055631,0.0043938,0.047531,0.31253,-0.00749
-0.0053481,-0.055635,0.0043936,0.047874,0.31253,-0.007544
-0.0053482,-0.055639,0.0043935,0.048217,0.31253,-0.0075982
-0.0053483,-0.055643,0.0043933,0.048561,0.31253,-0.0076524
-0.0053483,-0.055647,0.0043931,0.048906,0.31253,-0.0077067
-0.0053484,-0.055651,0.0043929,0.049251,0.31253,-0.0077611
-0.0053484,-0.055655,0.0043927,0.049597,0.31253,-0.0078156
-0.0053485,-0.055659,0.0043925,0.049943,0.31253,-0.0078702
-0.0053486,-0.055664,0.0043923,0.05029,0.31253,-0.0079248
-0.0053486,-0.055668,0.0043921,0.050638,0.31252,-0.0079796
-0.0053487,-0.055672,0.0043919,0.050986,0.31252,-0.0080344
-0.0053487,-0.055672,0.0043919,0.050986,0.31252,-0.0080344
-0.0053319,-0.055665,0.0043869,0.050377,0.31368,-0.0079685
-0.0053151,-0.055658,0.0043818,0.049771,0.31485,-0.0079022
-0.0052983,-0.055651,0.0043767,0.049166,0.31601,-0.0078354
-0.0052815,-0.055643,0.0043715,0.048563,0.31717,-0.0077682
-0.0052648,-0.055636,0.0043664,0.047962,0.31833,-0.0077005
-0.005248,-0.055629,0.0043612,0.047363,0.31949,-0.0076325
-0.0052312,-0.055622,0.004356,0.046765,0.32065,-0.007564
-0.0052145,-0.055615,0.0043508,0.046169,0.32181,-0.007495
-0.0051977,-0.055608,0.0043455,0.045574,0.32298,-0.0074257
-0.005181,-0.055601,0.0043402,0.044981,0.32414,-0.0073559
-0.0051642,-0.055594,0.0043349,0.04439,0.3253,-0.0072857
-0.0051475,-0.055587,0.0043296,0.043801,0.32646,-0.007215
-0.0051308,-0.05558,0.0043243,0.043213,0.32762,-0.007144
-0.0051141,-0.055573,0.0043189,0.042627,0.32878,-0.0070725
-0.0050974,-0.055566,0.0043135,0.042043,0.32994,-0.0070006
-0.0050807,-0.055559,0.0043081,0.04146,0.3311,-0.0069283
-0.005064,-0.055552,0.0043026,0.040879,0.33227,-0.0068556
-0.0050473,-0.055545,0.0042972,0.0403,0.33343,-0.0067825
-0.0050306,-0.055538,0.0042917,0.039722,0.33459,-0.0067089
-0.005014,-0.055531,0.0042862,0.039146,0.33575,-0.006635
-0.0049973,-0.055524,0.0042807,0.038572,0.33691,-0.0065606
-0.0049807,-0.055517,0.0042751,0.037999,0.33807,-0.0064859
-0.004964,-0.05551,0.0042695,0.037428,0.33923,-0.0064107
-0.0049474,-0.055503,0.0042639,0.036858,0.34039,-0.0063352
-0.0049308,-0.055496,0.0042583,0.03629,0.34155,-0.0062592
-0.0049141,-0.055489,0.0042526,0.035724,0.34272,-0.0061829
-0.0048975,-0.055482,0.004247,0.035159,0.34388,-0.0061061
-0.0048809,-0.055475,0.0042413,0.034596,0.34504,-0.006029
-0.0048643,-0.055468,0.0042356,0.034034,0.3462,-0.0059515
-0.0048477,-0.055461,0.0042298,0.033474,0.34736,-0.0058736
-0.0048311,-0.055453,0.004224,0.032916,0.34852,-0.0057953
-0.0048146,-0.055446,0.0042183,0.032359,0.34968,-0.0057166
-0.004798,-0.055439,0.0042125,0.031804,0.35084,-0.0056375
-0.0047814,-0.055432,0.0042066,0.03125,0.352,-0.0055581
-0.0047649,-0.055425,0.0042008,0.030698,0.35316,-0.0054782
-0.0047483,-0.055418,0.0041949,0.030147,0.35433,-0.005398
-0.0047318,-0.055411,0.004189,0.029598,0.35549,-0.0053174
-0.0047153,-0.055404,0.0041831,0.029051,0.35665,-0.0052364
-0.0046987,-0.055397,0.0041771,0.028505,0.35781,-0.0051551
-0.0046822,-0.05539,0.0041711,0.02796,0.35897,-0.0050734
-0.0046657,-0.055383,0.0041651,0.027417,0.36013,-0.0049913
-0.0046492,-0.055376,0.0041591,0.026876,0.36129,-0.0049088
-0.0046327,-0.055369,0.0041531,0.026336,0.36245,-0.004826
-0.0046163,-0.055362,0.004147,0.025798,0.36361,-0.0047428
-0.0045998,-0.055355,0.0041409,0.025261,0.36477,-0.0046593
-0.0045833,-0.055348,0.0041348,0.024726,0.36593,-0.0045754
-0.0045669,-0.055341,0.0041287,0.024192,0.36709,-0.0044911
-0.0045504,-0.055334,0.0041225,0.023659,0.36825,-0.0044064
-0.004534,-0.055327,0.0041164,0.023128,0.36942,-0.0043214
-0.0045176,-0.05532,0.0041102,0.022599,0.37058,-0.0042361
-0.0045176,-0.05532,0.0041102,0.022599,0.37058,-0.0042361
-0.0045063,-0.05532,0.0041058,0.022598,0.37138,-0.0042452
-0.004495,-0.05532,0.0041014,0.022597,0.37218,-0.0042544
