q1,q2,q3,q4,q5,q6
-0.015711,-0.050322,0.0032226,-0.32625,-0.40399,-0.067449
-0.015634,-0.050316,0.0032536,-0.32681,-0.39825,-0.06658
-0.015557,-0.050311,0.0032841,-0.32737,-0.39251,-0.065709
-0.015479,-0.050305,0.0033142,-0.32792,-0.38678,-0.064835
-0.015401,-0.050299,0.0033438,-0.32848,-0.38104,-0.063959
-0.015323,-0.050293,0.003373,-0.32903,-0.37531,-0.06308
-0.015245,-0.050288,0.0034017,-0.32958,-0.36957,-0.062198
-0.015167,-0.050282,0.0034299,-0.33013,-0.36384,-0.061314
-0.015088,-0.050276,0.0034577,-0.33067,-0.3581,-0.060427
-0.01501,-0.050271,0.0034851,-0.33122,-0.35237,-0.059538
-0.014931,-0.050265,0.0035119,-0.33176,-0.34664,-0.058647
-0.014852,-0.050259,0.0035383,-0.3323,-0.3409,-0.057752
-0.014773,-0.050253,0.0035643,-0.33284,-0.33517,-0.056855
-0.014694,-0.050248,0.0035898,-0.33337,-0.32944,-0.055956
-0.014694,-0.050248,0.0035898,-0.33337,-0.32944,-0.055956
-0.014691,-0.050216,0.0035788,-0.33577,-0.32945,-0.056368
-0.014688,-0.050184,0.0035678,-0.33815,-0.32946,-0.056777
-0.014686,-0.050152,0.0035568,-0.34051,-0.32948,-0.057185
-0.014683,-0.05012,0.0035457,-0.34287,-0.32949,-0.057591
-0.01468,-0.050088,0.0035345,-0.34521,-0.32951,-0.057995
-0.014677,-0.050056,0.0035232,-0.34753,-0.32952,-0.058396
-0.014674,-0.050024,0.0035118,-0.34985,-0.32953,-0.058797
-0.014671,-0.049992,0.0035004,-0.35214,-0.32955,-0.059193
-0.014668,-0.04996,0.0034889,-0.35443,-0.32956,-0.059588
-0.014664,-0.049929,0.0034774,-0.35669,-0.32957,-0.05998
-0.014661,-0.049897,0.0034658,-0.35895,-0.32959,-0.06037
-0.014658,-0.049865,0.0034541,-0.36118,-0.3296,-0.060757
-0.014655,-0.049833,0.0034424,-0.3634,-0.32961,-0.061142
-0.014652,-0.049802,0.0034305,-0.36561,-0.32963,-0.061525
-0.014649,-0.04977,0.0034187,-0.36779,-0.32964,-0.061903
-0.014645,-0.049739,0.0034067,-0.36996,-0.32965,-0.06228
-0.014642,-0.049707,0.0033947,-0.37211,-0.32967,-0.062653
-0.014639,-0.049675,0.0033826,-0.37425,-0.32968,-0.063024
-0.014636,-0.049644,0.0033705,-0.37636,-0.32969,-0.063392
-0.014632,-0.049612,0.0033583,-0.37846,-0.32971,-0.063756
-0.014629,-0.049581,0.0033461,-0.38053,-0.32972,-0.064118
-0.014626,-0.04955,0.0033338,-0.38259,-0.32974,-0.064476
-0.014622,-0.049518,0.0033214,-0.38463,-0.32975,-0.064831
-0.014619,-0.049487,0.0033089,-0.38664,-0.32977,-0.065183
-0.014615,-0.049455,0.0032965,-0.38864,-0.32978,-0.065531
-0.014612,-0.049424,0.0032839,-0.39061,-0.3298,-0.065876
-0.014608,-0.049393,0.0032713,-0.39256,-0.32981,-0.066217
-0.014605,-0.049362,0.0032586,-0.39449,-0.32983,-0.066555
-0.014601,-0.04933,0.0032459,-0.3964,-0.32984,-0.066889
-0.014598,-0.049299,0.0032331,-0.39828,-0.32986,-0.067219
-0.014594,-0.049268,0.0032203,-0.40015,-0.32988,-0.067546
-0.014591,-0.049237,0.0032074,-0.40199,-0.32989,-0.067869
-0.014587,-0.049206,0.0031945,-0.4038,-0.32991,-0.068188
-0.014583,-0.049175,0.0031815,-0.40559,-0.32993,-0.068503
-0.01458,-0.049144,0.0031685,-0.40736,-0.32995,-0.068814
-0.014576,-0.049112,0.0031553,-0.40911,-0.32996,-0.069121
-0.014572,-0.049082,0.0031422,-0.41082,-0.32998,-0.069423
-0.014569,-0.049051,0.0031291,-0.41251,-0.33,-0.069722
-0.014565,-0.04902,0.0031158,-0.41418,-0.33002,-0.070017
-0.014561,-0.048989,0.0031025,-0.41582,-0.33004,-0.070307
-0.014557,-0.048958,0.0030892,-0.41743,-0.33006,-0.070592
-0.014554,-0.048927,0.0030758,-0.41902,-0.33008,-0.070874
-0.01455,-0.048896,0.0030624,-0.42058,-0.3301,-0.071151
-0.014546,-0.048865,0.003049,-0.42211,-0.33013,-0.071423
-0.014542,-0.048834,0.0030355,-0.42362,-0.33015,-0.071691
-0.014538,-0.048804,0.0030219,-0.4251,-0.33017,-0.071954
-0.014534,-0.048773,0.0030083,-0.42655,-0.33019,-0.072213
-0.014531,-0.048742,0.0029947,-0.42797,-0.33022,-0.072467
-0.014527,-0.048711,0.002981,-0.42936,-0.33024,-0.072716
-0.014523,-0.048681,0.0029673,-0.43072,-0.33027,-0.07296
-0.014523,-0.048681,0.0029673,-0.43072,-0.33027,-0.07296
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.07296
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.07296
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.07296
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.072961
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.072961
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.072961
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.072961
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.072961
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.072961
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.072961
-0.014523,-0.048681,0.0029673,-0.43073,-0.33027,-0.072962
-0.014523,-0.048681,0.0029672,-0.43073,-0.33027,-0.072962
-0.014523,-0.048681,0.0029672,-0.43074,-0.33027,-0.072962
-0.014523,-0.048681,0.0029672,-0.43074,-0.33027,-0.072962
-0.014523,-0.048681,0.0029672,-0.43074,-0.33027,-0.072962
-0.014523,-0.04868,0.0029672,-0.43074,-0.33027,-0.072962
-0.014523,-0.04868,0.0029672,-0.43074,-0.33027,-0.072962
-0.014523,-0.04868,0.0029672,-0.43074,-0.33027,-0.072963
-0.014523,-0.04868,0.0029672,-0.43074,-0.33027,-0.072963
-0.014523,-0.04868,0.0029672,-0.43074,-0.33027,-0.072963
-0.014523,-0.04868,0.0029672,-0.43074,-0.33027,-0.072963
-0.014523,-0.04868,0.0029672,-0.43074,-0.33027,-0.072963
-0.014523,-0.04868,0.0029672,-0.43074,-0.33027,-0.072963
-0.014523,-0.04868,0.0029671,-0.43074,-0.33027,-0.072963
-0.014523,-0.04868,0.0029671,-0.43074,-0.33027,-0.072963
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072964
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072964
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072964
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072964
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072964
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072964
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072964
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072965
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072965
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072965
-0.014523,-0.04868,0.0029671,-0.43075,-0.33027,-0.072965
-0.014523,-0.04868,0.002967,-0.43075,-0.33027,-0.072965
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072965
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072965
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072966
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072966
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072966
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072966
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072966
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072966
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072966
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072966
-0.014523,-0.04868,0.002967,-0.43076,-0.33027,-0.072967
-0.014523,-0.04868,0.0029669,-0.43076,-0.33027,-0.072967
-0.014523,-0.04868,0.0029669,-0.43076,-0.33027,-0.072967
-0.014523,-0.04868,0.0029669,-0.43076,-0.33027,-0.072967
-0.014521,-0.04867,0.0029627,-0.43119,-0.33026,-0.073039
-0.01452,-0.04866,0.0029584,-0.43162,-0.33025,-0.073111
-0.014518,-0.048651,0.0029541,-0.43204,-0.33024,-0.073182
-0.014517,-0.048641,0.0029498,-0.43246,-0.33023,-0.073253
-0.014515,-0.048631,0.0029455,-0.43287,-0.33021,-0.073324
-0.014514,-0.048621,0.0029412,-0.43328,-0.3302,-0.073394
-0.014512,-0.048612,0.0029369,-0.43369,-0.33019,-0.073463
-0.014511,-0.048602,0.0029326,-0.4341,-0.33018,-0.073532
-0.014509,-0.048592,0.0029283,-0.4345,-0.33017,-0.0736
-0.014508,-0.048583,0.002924,-0.4349,-0.33016,-0.073668
-0.014506,-0.048573,0.0029197,-0.43531,-0.33015,-0.073736
-0.014505,-0.048563,0.0029154,-0.4357,-0.33014,-0.073802
-0.014503,-0.048553,0.0029111,-0.43609,-0.33013,-0.073869
-0.014502,-0.048544,0.0029067,-0.43648,-0.33012,-0.073935
-0.0145,-0.048534,0.0029024,-0.43686,-0.33011,-0.074
-0.014499,-0.048524,0.0028981,-0.43724,-0.33011,-0.074064
-0.014497,-0.048515,0.0028938,-0.43762,-0.3301,-0.074129
-0.014496,-0.048505,0.0028894,-0.438,-0.33009,-0.074192
-0.014494,-0.048495,0.0028851,-0.43837,-0.33008,-0.074255
-0.014493,-0.048486,0.0028808,-0.43874,-0.33007,-0.074318
-0.014491,-0.048476,0.0028764,-0.43911,-0.33006,-0.07438
-0.01449,-0.048466,0.0028721,-0.43947,-0.33005,-0.074442
-0.014488,-0.048456,0.0028677,-0.43983,-0.33004,-0.074503
-0.014487,-0.048447,0.0028634,-0.44019,-0.33003,-0.074564
-0.014485,-0.048437,0.002859,-0.44055,-0.33002,-0.074624
-0.014484,-0.048427,0.0028546,-0.4409,-0.33001,-0.074683
-0.014482,-0.048418,0.0028503,-0.44124,-0.33,-0.074742
-0.01448,-0.048408,0.0028459,-0.44159,-0.33,-0.0748
-0.014479,-0.048398,0.0028415,-0.44193,-0.32999,-0.074858
-0.014477,-0.048389,0.0028372,-0.44227,-0.32998,-0.074916
-0.014476,-0.048379,0.0028328,-0.44261,-0.32997,-0.074973
-0.014474,-0.048369,0.0028284,-0.44294,-0.32996,-0.075029
-0.014473,-0.04836,0.002824,-0.44327,-0.32995,-0.075085
-0.014471,-0.04835,0.0028197,-0.44359,-0.32994,-0.07514
-0.01447,-0.04834,0.0028153,-0.44392,-0.32994,-0.075194
-0.014468,-0.048331,0.0028109,-0.44423,-0.32993,-0.075249
-0.014467,-0.048321,0.0028065,-0.44455,-0.32992,-0.075302
-0.014465,-0.048311,0.0028021,-0.44486,-0.32991,-0.075355
-0.014464,-0.048302,0.0027977,-0.44517,-0.3299,-0.075408
-0.014462,-0.048292,0.0027933,-0.44548,-0.3299,-0.07546
-0.014461,-0.048282,0.0027888,-0.44579,-0.32989,-0.075511
-0.014459,-0.048273,0.0027845,-0.44608,-0.32988,-0.075562
-0.014458,-0.048263,0.0027801,-0.44638,-0.32987,-0.075612
-0.014456,-0.048253,0.0027757,-0.44667,-0.32987,-0.075662
-0.014454,-0.048244,0.0027713,-0.44696,-0.32986,-0.075711
-0.014453,-0.048234,0.0027668,-0.44725,-0.32985,-0.07576
-0.014451,-0.048224,0.0027624,-0.44754,-0.32984,-0.075808
-0.01445,-0.048215,0.002758,-0.44782,-0.32984,-0.075855
-0.014448,-0.048205,0.0027536,-0.44809,-0.32983,-0.075902
-0.014447,-0.048195,0.0027491,-0.44837,-0.32982,-0.075948
-0.014447,-0.048195,0.0027491,-0.44837,-0.32982,-0.075948
-0.01454,-0.048203,0.0027198,-0.44798,-0.33696,-0.077556
-0.014634,-0.04821,0.0026897,-0.44758,-0.3441,-0.079163
-0.014727,-0.048217,0.002659,-0.44718,-0.35124,-0.080767
-0.01482,-0.048224,0.0026275,-0.44678,-0.35838,-0.082369
-0.014913,-0.048231,0.0025954,-0.44637,-0.36552,-0.08397
-0.015005,-0.048238,0.0025626,-0.44595,-0.37266,-0.085569
-0.015098,-0.048245,0.0025291,-0.44553,-0.3798,-0.087166
-0.01519,-0.048252,0.002495,-0.4451,-0.38694,-0.088761
-0.015282,-0.048259,0.0024601,-0.44466,-0.39408,-0.090354
-0.015373,-0.048266,0.0024246,-0.44422,-0.40123,-0.091945
-0.015465,-0.048274,0.0023884,-0.44378,-0.40837,-0.093534
-0.015556,-0.048281,0.0023515,-0.44333,-0.41551,-0.095121
-0.015647,-0.048288,0.002314,-0.44287,-0.42265,-0.096706
-0.015738,-0.048295,0.0022758,-0.44241,-0.42979,-0.098289
-0.015828,-0.048302,0.0022369,-0.44194,-0.43694,-0.09987
-0.015918,-0.048309,0.0021974,-0.44147,-0.44408,-0.10145
-0.016008,-0.048316,0.0021571,-0.44099,-0.45122,-0.10303
-0.016098,-0.048323,0.0021163,-0.44051,-0.45837,-0.1046
-0.016187,-0.04833,0.0020747,-0.44002,-0.46551,-0.10617
-0.016276,-0.048338,0.0020325,-0.43952,-0.47265,-0.10774
-0.016365,-0.048345,0.0019897,-0.43902,-0.4798,-0.10931
-0.016454,-0.048352,0.0019461,-0.43852,-0.48694,-0.11088
-0.016542,-0.048359,0.001902,-0.438,-0.49409,-0.11244
-0.01663,-0.048366,0.0018571,-0.43749,-0.50123,-0.114
-0.016717,-0.048373,0.0018116,-0.43697,-0.50838,-0.11556
-0.016805,-0.04838,0.0017655,-0.43644,-0.51552,-0.11712
-0.016892,-0.048387,0.0017188,-0.4359,-0.52267,-0.11867
-0.016978,-0.048395,0.0016713,-0.43537,-0.52981,-0.12023
-0.017065,-0.048402,0.0016233,-0.43482,-0.53696,-0.12178
-0.017151,-0.048409,0.0015746,-0.43427,-0.5441,-0.12333
-0.017236,-0.048416,0.0015253,-0.43372,-0.55125,-0.12487
-0.017322,-0.048423,0.0014753,-0.43316,-0.5584,-0.12641
-0.017407,-0.04843,0.0014247,-0.43259,-0.56554,-0.12795
-0.017491,-0.048437,0.0013734,-0.43202,-0.57269,-0.12949
-0.017575,-0.048444,0.0013216,-0.43144,-0.57984,-0.13103
-0.017659,-0.048452,0.0012691,-0.43086,-0.58699,-0.13256
-0.017743,-0.048459,0.001216,-0.43028,-0.59413,-0.13409
-0.017826,-0.048466,0.0011623,-0.42968,-0.60128,-0.13562
-0.017909,-0.048473,0.0011079,-0.42909,-0.60843,-0.13715
-0.017991,-0.04848,0.0010529,-0.42849,-0.61558,-0.13867
-0.018073,-0.048487,0.00099737,-0.42787,-0.62273,-0.14019
-0.018155,-0.048494,0.00094118,-0.42726,-0.62988,-0.14171
-0.018236,-0.048501,0.00088438,-0.42664,-0.63703,-0.14323
-0.018317,-0.048509,0.00082698,-0.42602,-0.64418,-0.14474
-0.018397,-0.048516,0.00076897,-0.42539,-0.65133,-0.14625
-0.018478,-0.048523,0.00071038,-0.42475,-0.65848,-0.14776
-0.018557,-0.04853,0.00065118,-0.42412,-0.66563,-0.14927
-0.018636,-0.048537,0.00059139,-0.42347,-0.67278,-0.15077
-0.018715,-0.048544,0.00053098,-0.42282,-0.67993,-0.15227
-0.018794,-0.048551,0.00047004,-0.42216,-0.68708,-0.15377
-0.018794,-0.048551,0.00047004,-0.42216,-0.68708,-0.15377
-0.018872,-0.048559,0.00040813,-0.4215,-0.69427,-0.15527
-0.01895,-0.048566,0.00034565,-0.42083,-0.70147,-0.15677
-0.019027,-0.048573,0.0002825,-0.42017,-0.70866,-0.15827
-0.019105,-0.04858,0.00021893,-0.41948,-0.71585,-0.15976
-0.019181,-0.048587,0.0001547,-0.41879,-0.72304,-0.16125
-0.019257,-0.048595,8.9895e-05,-0.4181,-0.73023,-0.16274
-0.019333,-0.048602,2.451e-05,-0.41741,-0.73743,-0.16423
-0.019408,-0.048609,-4.1438e-05,-0.41671,-0.74462,-0.16571
-0.019483,-0.048616,-0.00010796,-0.416,-0.75181,-0.16719
-0.019557,-0.048623,-0.00017502,-0.41529,-0.75901,-0.16867
-0.019631,-0.048631,-0.00024266,-0.41458,-0.7662,-0.17015
-0.019705,-0.048638,-0.00031085,-0.41386,-0.7734,-0.17162
-0.019777,-0.048645,-0.0003796,-0.41313,-0.78059,-0.17309
-0.01985,-0.048652,-0.00044889,-0.4124,-0.78779,-0.17455
-0.019922,-0.048659,-0.00051873,-0.41166,-0.79498,-0.17601
-0.019993,-0.048667,-0.00058911,-0.41092,-0.80218,-0.17747
-0.020064,-0.048674,-0.00066004,-0.41018,-0.80937,-0.17893
-0.020134,-0.048681,-0.00073149,-0.40942,-0.81657,-0.18039
-0.020204,-0.048688,-0.00080349,-0.40867,-0.82376,-0.18184
-0.020274,-0.048695,-0.00087599,-0.40791,-0.83096,-0.18328
-0.020342,-0.048703,-0.00094903,-0.40714,-0.83816,-0.18473
-0.020411,-0.04871,-0.0010226,-0.40637,-0.84536,-0.18617
-0.020479,-0.048717,-0.0010967,-0.40559,-0.85255,-0.18761
-0.020546,-0.048724,-0.0011713,-0.40481,-0.85975,-0.18905
-0.020613,-0.048731,-0.0012464,-0.40403,-0.86695,-0.19048
-0.020679,-0.048739,-0.001322,-0.40324,-0.87415,-0.19191
-0.020744,-0.048746,-0.0013981,-0.40244,-0.88135,-0.19333
-0.02081,-0.048753,-0.0014747,-0.40164,-0.88855,-0.19476
-0.020874,-0.04876,-0.0015518,-0.40083,-0.89575,-0.19618
-0.020938,-0.048768,-0.0016294,-0.40002,-0.90295,-0.19759
-0.021002,-0.048775,-0.0017074,-0.39921,-0.91015,-0.199
-0.021065,-0.048782,-0.001786,-0.39839,-0.91735,-0.20041
-0.021127,-0.048789,-0.001865,-0.39756,-0.92455,-0.20182
-0.021189,-0.048796,-0.0019445,-0.39673,-0.93175,-0.20322
-0.02125,-0.048804,-0.0020245,-0.3959,-0.93895,-0.20462
-0.02131,-0.048811,-0.002105,-0.39506,-0.94615,-0.20602
-0.021371,-0.048818,-0.0021858,-0.39422,-0.95335,-0.20742
-0.02143,-0.048825,-0.0022672,-0.39337,-0.96056,-0.20881
-0.021489,-0.048833,-0.002349,-0.39251,-0.96776,-0.21019
-0.021547,-0.04884,-0.0024313,-0.39165,-0.97496,-0.21158
-0.021605,-0.048847,-0.002514,-0.39079,-0.98216,-0.21296
-0.021662,-0.048854,-0.0025972,-0.38992,-0.98937,-0.21433
-0.021719,-0.048862,-0.0026807,-0.38905,-0.99657,-0.21571
-0.021774,-0.048869,-0.0027648,-0.38817,-1.0038,-0.21707
-0.02183,-0.048876,-0.0028492,-0.38729,-1.011,-0.21844
-0.021884,-0.048883,-0.0029341,-0.3864,-1.0182,-0.2198
-0.021939,-0.04889,-0.0030194,-0.38551,-1.0254,-0.22116
-0.021992,-0.048898,-0.0031051,-0.38462,-1.0326,-0.22252
-0.022045,-0.048905,-0.0031912,-0.38372,-1.0398,-0.22387
-0.022097,-0.048912,-0.0032777,-0.38281,-1.047,-0.22522
-0.022097,-0.048912,-0.0032777,-0.38281,-1.047,-0.22522
-0.022204,-0.048927,-0.0034587,-0.38093,-1.062,-0.22802
-0.022307,-0.048942,-0.0036414,-0.37903,-1.0769,-0.2308
-0.022408,-0.048957,-0.0038258,-0.37711,-1.0919,-0.23357
-0.022506,-0.048971,-0.0040117,-0.37517,-1.1069,-0.23632
-0.022602,-0.048986,-0.0041992,-0.37321,-1.1218,-0.23906
-0.022694,-0.049001,-0.0043882,-0.37124,-1.1368,-0.24178
-0.022784,-0.049016,-0.0045787,-0.36924,-1.1518,-0.24449
-0.022871,-0.049031,-0.0047707,-0.36722,-1.1668,-0.24718
-0.022955,-0.049045,-0.004964,-0.36519,-1.1817,-0.24985
-0.023036,-0.04906,-0.0051587,-0.36314,-1.1967,-0.25251
-0.023114,-0.049075,-0.0053547,-0.36107,-1.2117,-0.25515
-0.023189,-0.04909,-0.0055519,-0.35898,-1.2267,-0.25778
-0.023261,-0.049105,-0.0057504,-0.35687,-1.2417,-0.26039
-0.02333,-0.04912,-0.00595,-0.35475,-1.2566,-0.26298
-0.023396,-0.049135,-0.0061507,-0.35261,-1.2716,-0.26556
-0.023459,-0.049149,-0.0063526,-0.35045,-1.2866,-0.26812
-0.023519,-0.049164,-0.0065554,-0.34827,-1.3016,-0.27066
-0.023576,-0.049179,-0.0067593,-0.34607,-1.3166,-0.27318
-0.02363,-0.049194,-0.006964,-0.34386,-1.3316,-0.2757
-0.023681,-0.049209,-0.0071697,-0.34163,-1.3466,-0.27819
-0.023728,-0.049224,-0.0073762,-0.33938,-1.3616,-0.28066
-0.023773,-0.049239,-0.0075835,-0.33712,-1.3766,-0.28312
-0.023814,-0.049254,-0.0077916,-0.33484,-1.3916,-0.28556
-0.023852,-0.049269,-0.0080003,-0.33254,-1.4066,-0.28799
-0.023888,-0.049283,-0.0082098,-0.33023,-1.4216,-0.29039
-0.023919,-0.049298,-0.0084198,-0.3279,-1.4366,-0.29278
-0.023948,-0.049313,-0.0086303,-0.32555,-1.4516,-0.29515
-0.023974,-0.049328,-0.0088414,-0.32319,-1.4666,-0.2975
-0.023996,-0.049343,-0.009053,-0.32081,-1.4816,-0.29984
-0.024015,-0.049358,-0.0092649,-0.31842,-1.4966,-0.30215
-0.024031,-0.049373,-0.0094772,-0.31601,-1.5116,-0.30445
-0.024043,-0.049388,-0.0096898,-0.31358,-1.5266,-0.30673
-0.024053,-0.049403,-0.0099027,-0.31114,-1.5416,-0.309
-0.024059,-0.049418,-0.010116,-0.30869,-1.5566,-0.31124
-0.024062,-0.049433,-0.010329,-0.30622,-1.5716,-0.31347
-0.024061,-0.049448,-0.010542,-0.30373,-1.5867,-0.31567
-0.024057,-0.049463,-0.010756,-0.30124,-1.6017,-0.31788
-0.024051,-0.049478,-0.010969,-0.29872,-1.6167,-0.32003
-0.02404,-0.049493,-0.011183,-0.29619,-1.6317,-0.32218
-0.024027,-0.049508,-0.011396,-0.29364,-1.6467,-0.32432
-0.02401,-0.049523,-0.011609,-0.29108,-1.6618,-0.32643
-0.02399,-0.049538,-0.011822,-0.28851,-1.6768,-0.32852
-0.023967,-0.049553,-0.012035,-0.28592,-1.6918,-0.3306
-0.023941,-0.049568,-0.012247,-0.28332,-1.7068,-0.33266
-0.023911,-0.049583,-0.01246,-0.28071,-1.7219,-0.33469
-0.023878,-0.049598,-0.012671,-0.27808,-1.7369,-0.33671
-0.023842,-0.049613,-0.012883,-0.27544,-1.7519,-0.33871
-0.023803,-0.049629,-0.013093,-0.27279,-1.767,-0.34069
-0.02376,-0.049644,-0.013304,-0.27012,-1.782,-0.34265
-0.023714,-0.049659,-0.013513,-0.26744,-1.797,-0.34459
-0.023714,-0.049659,-0.013513,-0.26744,-1.797,-0.34459
-0.023673,-0.049671,-0.013688,-0.26521,-1.8096,-0.34622
-0.02363,-0.049683,-0.013862,-0.26298,-1.8221,-0.34783
-0.023585,-0.049695,-0.014035,-0.26073,-1.8346,-0.34943
-0.023538,-0.049708,-0.014208,-0.25848,-1.8472,-0.35102
-0.023488,-0.04972,-0.01438,-0.25622,-1.8597,-0.35259
-0.023436,-0.049732,-0.014552,-0.25395,-1.8723,-0.35416
-0.023382,-0.049744,-0.014723,-0.25167,-1.8848,-0.3557
-0.023326,-0.049756,-0.014893,-0.24938,-1.8973,-0.35724
-0.023267,-0.049769,-0.015063,-0.24709,-1.9099,-0.35876
-0.023207,-0.049781,-0.015232,-0.24479,-1.9224,-0.36028
-0.023144,-0.049793,-0.0154,-0.24247,-1.935,-0.36176
-0.023079,-0.049805,-0.015568,-0.24015,-1.9475,-0.36324
-0.023012,-0.049818,-0.015735,-0.23782,-1.9601,-0.36471
-0.022943,-0.04983,-0.015901,-0.23548,-1.9726,-0.36616
-0.022871,-0.049842,-0.016066,-0.23314,-1.9852,-0.3676
-0.022798,-0.049855,-0.01623,-0.23079,-1.9977,-0.36903
-0.022722,-0.049867,-0.016393,-0.22843,-2.0103,-0.37044
-0.022645,-0.049879,-0.016556,-0.22606,-2.0228,-0.37185
-0.022565,-0.049891,-0.016717,-0.22368,-2.0354,-0.37323
-0.022483,-0.049904,-0.016878,-0.2213,-2.0479,-0.3746
-0.022399,-0.049916,-0.017037,-0.21891,-2.0605,-0.37596
-0.022313,-0.049928,-0.017196,-0.21651,-2.073,-0.3773
-0.022225,-0.049941,-0.017353,-0.2141,-2.0856,-0.37863
-0.022135,-0.049953,-0.01751,-0.21169,-2.0981,-0.37995
-0.022043,-0.049965,-0.017665,-0.20927,-2.1107,-0.38126
-0.021949,-0.049978,-0.017819,-0.20685,-2.1232,-0.38255
-0.021853,-0.04999,-0.017972,-0.20441,-2.1358,-0.38382
-0.021755,-0.050002,-0.018124,-0.20197,-2.1484,-0.38509
-0.021655,-0.050014,-0.018274,-0.19952,-2.1609,-0.38634
-0.021553,-0.050027,-0.018424,-0.19707,-2.1735,-0.38757
-0.02145,-0.050039,-0.018572,-0.19461,-2.1861,-0.38879
-0.021344,-0.050051,-0.018719,-0.19214,-2.1986,-0.39001
-0.021236,-0.050064,-0.018864,-0.18966,-2.2112,-0.39119
-0.021127,-0.050076,-0.019008,-0.18718,-2.2237,-0.39237
-0.021016,-0.050089,-0.019151,-0.18469,-2.2363,-0.39354
-0.020903,-0.050101,-0.019292,-0.1822,-2.2489,-0.39469
-0.020788,-0.050113,-0.019432,-0.1797,-2.2614,-0.39583
-0.020671,-0.050126,-0.019571,-0.17719,-2.274,-0.39695
-0.020552,-0.050138,-0.019708,-0.17468,-2.2866,-0.39806
-0.020432,-0.05015,-0.019844,-0.17216,-2.2992,-0.39916
-0.02031,-0.050163,-0.019978,-0.16964,-2.3117,-0.40024
-0.020186,-0.050175,-0.020111,-0.1671,-2.3243,-0.40131
-0.020061,-0.050188,-0.020242,-0.16457,-2.3369,-0.40237
-0.019933,-0.0502,-0.020371,-0.16202,-2.3494,-0.40341
-0.019805,-0.050212,-0.020499,-0.15948,-2.362,-0.40443
-0.019674,-0.050225,-0.020625,-0.15692,-2.3746,-0.40545
-0.019542,-0.050237,-0.02075,-0.15436,-2.3872,-0.40644
-0.019408,-0.05025,-0.020873,-0.1518,-2.3997,-0.40743
-0.019273,-0.050262,-0.020995,-0.14923,-2.4123,-0.4084
-0.019136,-0.050274,-0.021114,-0.14665,-2.4249,-0.40936
-0.019136,-0.050274,-0.021114,-0.14665,-2.4249,-0.40936
-0.018892,-0.050296,-0.021319,-0.14212,-2.4469,-0.41099
-0.018644,-0.050318,-0.021519,-0.13759,-2.4689,-0.41258
-0.018392,-0.05034,-0.021714,-0.13303,-2.491,-0.41412
-0.018135,-0.050362,-0.021903,-0.12846,-2.513,-0.41562
-0.017874,-0.050384,-0.022086,-0.12387,-2.535,-0.41708
-0.017608,-0.050406,-0.022264,-0.11927,-2.557,-0.4185
-0.017339,-0.050428,-0.022435,-0.11466,-2.5791,-0.41987
-0.017066,-0.05045,-0.022601,-0.11003,-2.6011,-0.4212
-0.016789,-0.050471,-0.02276,-0.10539,-2.6231,-0.42249
-0.016508,-0.050493,-0.022914,-0.10073,-2.6452,-0.42373
-0.016224,-0.050515,-0.023061,-0.096068,-2.6672,-0.42493
-0.015936,-0.050537,-0.023202,-0.091395,-2.6892,-0.42612
-0.015646,-0.050559,-0.023337,-0.086696,-2.7113,-0.4272
-0.015352,-0.050581,-0.023465,-0.081993,-2.7333,-0.42827
-0.015055,-0.050603,-0.023587,-0.077277,-2.7554,-0.4293
