timestamp,actual_execution_time,target_execution_time,speed_scaling,robot_mode,safety_mode,runtime_state,payload,payload_cog_0,payload_cog_1,payload_cog_2,payload_inertia_0,payload_inertia_1,payload_inertia_2,payload_inertia_3,payload_inertia_4,payload_inertia_5,script_control_line,wrench_calc_from_currents_0,wrench_calc_from_currents_1,wrench_calc_from_currents_2,wrench_calc_from_currents_3,wrench_calc_from_currents_4,wrench_calc_from_currents_5,motor_command,joint_position_deviation_ratio,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5
2579.808,0.3984,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,6.85755062480609,-10.3288675443829,18.5656035121929,3.60178246758483,-0.442888631141813,-0.773247423224359,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72767240205874,-2.01134568849672,-1.8574631849872,-0.666605297719137,-4.7212920824634,-3.24602228799929,0,0,0,0,0,0,0,0,0,0,1.91747603821568E-05,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286890227971526,-0.782638860425881,0.230656381440869,2.96660794405359,-0.0811901038510121,-0.0348297746245453,0,0,0,0,0,0,1.74728765385251E-06,-2.80272608885555E-07,1.55764060668795E-09,-2.99241235842041E-06,-1.86366693493389E-05,3.37512363532288E-06
2579.816,0.367824,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,6.7711689296965,-12.7987858727478,16.9112445658601,3.65586880155151,-0.376473440653354,-0.843953637034705,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72768432298769,-2.01134568849672,-1.85747558275332,-0.666593376790182,-4.7212920824634,-3.24603444734682,0,0,0,0,0,0,0,0,0,0,1.91747603821568E-05,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.28689883706979,-0.782630740049217,0.230651042073849,2.96660868158761,-0.0811898647187361,-0.0348329388690851,0,0,0,0,0,0,1.74728429258258E-06,-2.80293563921241E-07,1.5574850498183E-09,-2.99263582001218E-06,-1.86366350980988E-05,3.37511463245641E-06
2579.824,0.376308,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,6.86160105132963,-9.57486758820375,19.5023938344162,3.74020314497861,-0.374761002119989,-0.70278584687403,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72768432298769,-2.01132184663881,-1.85745078722109,-0.666593376790182,-4.7212920824634,-3.24602228799929,0,0,0,0,0,0,0,0,0,0,1.91747603821568E-05,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286900190622958,-0.7826393768571,0.230684320469483,2.96655973280077,-0.0812067171106546,-0.0348400392418297,0,0,0,0,0,0,1.74728428540677E-06,-2.80293606515172E-07,1.55786984529706E-09,-2.99261179325923E-06,-1.86364726764401E-05,3.37603266398245E-06
2579.832,0.341364,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,5.28488757190744,-14.2171510361014,15.6570172285933,3.59669756180606,-0.447929909764159,-0.801042226496943,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.7277081648456,-2.01132184663881,-1.85740310350527,-0.666605297719137,-4.7212920824634,-3.24601036707033,0,0,0,0,0,0,0,0,0,0,1.91747603821568E-05,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286922039399078,-0.782652962985738,0.230709271453393,2.96652284652243,-0.0812588787486677,-0.0348477142617994,0,0,0,0,0,0,1.74727760426652E-06,-2.80335248817411E-07,1.55844162170418E-09,-2.99303848544758E-06,-1.86362818610277E-05,3.37670767673064E-06
2579.84,0.333828,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,5.47032811220936,-13.6101947209455,15.8113435600001,3.55937146466832,-0.529809974830985,-0.843208971033078,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.7277081648456,-2.01133376756777,-1.85743886629214,-0.666605297719137,-4.7212920824634,-3.24602228799929,0,0,0,0,0,0,0,0,0,0,1.91747603821568E-05,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286919728026903,-0.782638231626046,0.230679645934751,2.96657084250666,-0.0812423070514476,-0.0348408249041918,0,0,0,0,0,0,1.7472776197478E-06,-2.80335154926836E-07,1.55797361617659E-09,-2.99306132236963E-06,-1.86364412455157E-05,3.37580765685885E-06
2579.848,0.333144,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,5.69640648675804,-12.0887029019629,16.7171240838962,3.46658771240106,-0.448992221903152,-0.797067519662623,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72766048112978,-2.01134568849672,-1.85745078722109,-0.666593376790182,-4.72128016153444,-3.24603444734682,0,0,0,0,0,0,0,0,0,0,1.91747603821568E-05,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286880825587395,-0.782648806285745,0.230664823301772,2.9665834417239,-0.0811523252471234,-0.0348166524973408,0,0,0,0,0,0,1.74729153214568E-06,-2.80248312632218E-07,1.5785436254903E-09,-2.99218001314748E-06,-1.86366235218599E-05,3.37558264400553E-06
2579.856,0.338484,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,5.70125977799728,-12.8101013558653,16.1453358499067,3.4957629081645,-0.471396960729051,-0.793985791558334,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72767240205874,-2.01133376756777,-1.8574631849872,-0.666605297719137,-4.72128016153444,-3.24597436586489,0,0,0,0,0,0,0,0,0,0,1.91747603821568E-05,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286888951238806,-0.782637827235842,0.230666131417666,2.96659234874759,-0.0812592363466143,-0.0348081925652949,0,0,0,0,0,0,1.74728822654229E-06,-2.80268922134263E-07,1.57845290094956E-09,-2.9924060845748E-06,-1.86366296054973E-05,3.3753486465298E-06
2579.864,0.35178,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,5.85964285771882,-11.3201724727713,17.9548217052511,3.6078207837124,-0.585868125247418,-0.633306410794756,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72769624391665,-2.01128608385195,-1.85743886629214,-0.666593376790182,-4.72128016153444,-3.24599844614138,0,0,0,0,0,0,0,0,0,0,1.91747603821568E-05,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286908696362915,-0.782637820268953,0.230720194090211,2.96650946495674,-0.0812569256533668,-0.0348295286870243,0,0,0,0,0,0,1.74728151635307E-06,-2.80310749847861E-07,1.57891476142831E-09,-2.99280960589637E-06,-1.86362778463009E-05,3.37693269276417E-06
2579.872,0.347724,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,6.58780059713533,-11.6452688420924,17.3003430808257,3.52628684528406,-0.293139137465982,-0.797243828845338,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72766048112978,-2.01133376756777,-1.85742694536318,-0.666593376790182,-4.72128016153444,-3.24602228799929,0,0,0,0,0,0,0,0,0,0,1.91747603821568E-05,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286882302624548,-0.7826582252239,0.230687823013667,2.96654728342239,-0.0811695149162823,-0.0348214213732586,0,0,0,0,0,0,1.74729152284819E-06,-2.80248368756647E-07,1.57887088487222E-09,-2.99216270371639E-06,-1.86365040247509E-05,3.37625766242191E-06
2579.88,0.339529,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.02349373372166,-14.0259240540883,15.727795374118,3.50746175152256,-0.3068759060074,-0.823100892470921,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72767240205874,-2.0112980047809,-1.85745078722109,-0.666581455861227,-4.72128016153444,-3.24599844614138,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286889540090691,-0.782641381124796,0.230705370314024,2.96652204006634,-0.0812219690973453,-0.0348244149677592,0,0,0,0,0,0,0,0,0,0,0,0
2579.888,0.336168,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,5.99418744829177,-11.6549382428342,17.4089919522868,3.57311384473809,-0.497457907317438,-0.762884758799931,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72763616243471,-2.01132184663881,-1.8574631849872,-0.666569534932272,-4.7212920824634,-3.24599844614138,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286861924090571,-0.782649318701236,0.230680531694526,2.96654862490918,-0.0811705673830892,-0.0348329997312245,0,0,0,0,0,0,0,0,0,0,0,0
2579.896,0.332844,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.23733598888941,-11.3267925795423,18.0059489895319,3.63387803809099,-0.370482238247154,-0.786760668580649,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72769624391665,-2.01133376756777,-1.85741502443422,-0.666605297719137,-4.7212681213962,-3.24602228799929,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286909882648657,-0.782652628495176,0.230692898649374,2.96654485797642,-0.0812208363258055,-0.0348081892167371,0,0,0,0,0,0,0,0,0,0,0,0
