timestamp,actual_execution_time,target_execution_time,speed_scaling,robot_mode,safety_mode,runtime_state,payload,payload_cog_0,payload_cog_1,payload_cog_2,payload_inertia_0,payload_inertia_1,payload_inertia_2,payload_inertia_3,payload_inertia_4,payload_inertia_5,script_control_line,wrench_calc_from_currents_0,wrench_calc_from_currents_1,wrench_calc_from_currents_2,wrench_calc_from_currents_3,wrench_calc_from_currents_4,wrench_calc_from_currents_5,motor_command,joint_position_deviation_ratio,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5
1264.184,0.327385,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,8.21781681324846,7.37231663281138,17.4801978636825,1.28000973092104,-0.428265530445769,-0.680958237917871,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72767240205874,-2.01138192812075,-1.8573673407184,-0.66661769548525,-4.72128016153444,-3.24599844614138,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286896272110527,-0.782684565681141,0.230678398968568,2.96655846279023,-0.081222857493568,-0.0348170484398576,0,0,0,0,0,0,0,0,0,0,0,0
1264.192,0.331284,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,8.57987628761349,7.71409737221473,17.902889730734,1.31937833502901,-0.354361180389994,-0.723738905903998,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72766048112978,-2.01141769090761,-1.85740310350527,-0.666593376790182,-4.72125608125796,-3.24597436586489,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286883116463751,-0.782677704133757,0.230632440283605,2.9666018584579,-0.0812390104036806,-0.0347687227021875,0,0,0,0,0,0,0,0,0,0,0,0
1264.2,0.342276,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,8.01294905646947,8.25404210082382,18.166247508479,1.2953945890634,-0.347740000762014,-0.695501989711711,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72766048112978,-2.01136953035464,-1.85735541978945,-0.66664153734316,-4.72130412260164,-3.24597436586489,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.28688946767572,-0.782690041217728,0.230692060534931,2.96655976625765,-0.0812438812638575,-0.0348475575518985,0,0,0,0,0,0,0,0,0,0,0,0
1264.208,0.332232,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,8.79222169496528,9.59299000809985,19.3845463576652,1.42002163510537,-0.464401687744249,-0.707397137459046,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72766048112978,-2.01138192812075,-1.85737926164736,-0.666605297719137,-4.72128016153444,-3.24598628679384,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286886260470176,-0.782683531222945,0.230673386363483,2.96655774148013,-0.0812232950086219,-0.0348141569691312,0,0,0,0,0,0,0,0,0,0,0,0
1264.216,0.333096,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,8.97087476357883,9.58853318439344,19.3356648149387,1.36925909532543,-0.544235025854344,-0.634405166329481,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72768432298769,-2.01138192812075,-1.85737926164736,-0.66664153734316,-4.721244160329,-3.24602228799929,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286901194773755,-0.782674707287224,0.230668675123981,2.96659086403796,-0.0812008867158399,-0.0347621413979132,0,0,0,0,0,0,0,0,0,0,0,0
1264.224,0.331332,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.96995993039708,7.42046351645209,17.6242030071171,1.33175271149044,-0.402603340420823,-0.686899696051197,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72768432298769,-2.01135760942568,-1.85737926164736,-0.666593376790182,-4.7212681213962,-3.24599844614138,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.28690358183526,-0.782675229006857,0.230694827106616,2.96652030436877,-0.0812381840152459,-0.0348077261307413,0,0,0,0,0,0,0,0,0,0,0,0
1264.232,0.331992,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.96392581384459,8.12963590207879,18.3869363029861,1.37324992453073,-0.463868081528407,-0.763725210639329,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72769624391665,-2.01136953035464,-1.85739118257631,-0.666629616414205,-4.72128016153444,-3.24598628679384,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286912920106786,-0.782665017470324,0.230673736907944,2.96658034331353,-0.0812766252042129,-0.0348144086328029,0,0,0,0,0,0,0,0,0,0,0,0
1264.24,0.331728,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,8.96854598489737,7.9195295393176,18.0018282121454,1.30064547946172,-0.251895982939916,-0.68362321182291,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72769624391665,-2.01138192812075,-1.85735541978945,-0.666605297719137,-4.7212920824634,-3.24598628679384,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286917005341428,-0.782683722744104,0.230686636252532,2.96653427274628,-0.081277444967001,-0.0348405086066779,0,0,0,0,0,0,0,0,0,0,0,0
1264.248,0.33726,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,8.49991024835551,7.48322856681643,17.484704885133,1.32697578428716,-0.255213283873553,-0.798852178047791,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72764856020083,-2.0113938490497,-1.8573673407184,-0.66661769548525,-4.7212681213962,-3.24601036707033,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286876704659871,-0.782692789140067,0.230668650400942,2.96657030462191,-0.0811684870740776,-0.0347956192180355,0,0,0,0,0,0,0,0,0,0,0,0
1264.256,0.334248,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,8.55398572959961,9.22015675042678,18.821365128329,1.35333489162368,-0.422885868385421,-0.770332074059864,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72767240205874,-2.01136953035464,-1.85737926164736,-0.666629616414205,-4.7212920824634,-3.24597436586489,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286896179921872,-0.78267699670612,0.230680361314953,2.96656993061215,-0.0812602902651169,-0.0348294209305877,0,0,0,0,0,0,0,0,0,0,0,0
