timestamp,actual_execution_time,target_execution_time,speed_scaling,robot_mode,safety_mode,runtime_state,payload,payload_cog_0,payload_cog_1,payload_cog_2,payload_inertia_0,payload_inertia_1,payload_inertia_2,payload_inertia_3,payload_inertia_4,payload_inertia_5,script_control_line,wrench_calc_from_currents_0,wrench_calc_from_currents_1,wrench_calc_from_currents_2,wrench_calc_from_currents_3,wrench_calc_from_currents_4,wrench_calc_from_currents_5,motor_command,joint_position_deviation_ratio,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5
2796.296,0.339228,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.62399588870087,-9.78204787720994,16.9833932631945,3.36822012985988,-0.488716057596254,-0.931323978934397,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72769624391665,-2.01132184663881,-1.85742694536318,-0.666593376790182,-4.72130412260164,-3.24608236948122,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286912285375818,-0.782646406927779,0.230697570258993,2.96654005587541,-0.0811364129170655,-0.0348712548357179,0,0,0,0,0,0,0,0,0,0,0,0
2796.304,0.350857,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.30161617842547,-9.03264536401287,17.6020869601574,3.36195727562503,-0.551368400002083,-0.891476017505818,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72767240205874,-2.01133376756777,-1.85747558275332,-0.666593376790182,-4.72132808366884,-3.24604636827578,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286892597513247,-0.782632426491953,0.230660788153652,2.96660178585613,-0.0811590783779631,-0.034888099726189,0,0,0,0,0,0,0,0,0,0,0,0
2796.312,0.370272,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,6.85549761788084,-9.60762466456277,17.0336748867786,3.3478111773147,-0.456768915827742,-0.850018594176596,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72767240205874,-2.01132184663881,-1.85742694536318,-0.66661769548525,-4.7213160435306,-3.24607021013369,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286894412809908,-0.782651388691858,0.230694405739006,2.96656563551727,-0.0811210333722526,-0.0348796107427272,0,0,0,0,0,0,0,0,0,0,0,0
2796.32,0.344508,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.83508696034876,-8.77536219220779,18.0378851942466,3.39533749755535,-0.550703653761769,-0.950097840428359,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72766048112978,-2.01132184663881,-1.85743886629214,-0.666581455861227,-4.72132808366884,-3.24603444734682,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286885791861514,-0.782651829496887,0.230692493726939,2.96654136245034,-0.0811577809099011,-0.0348958362639801,0,0,0,0,0,0,0,0,0,0,0,0
2796.328,0.3402,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.35918375217564,-8.88470287808572,17.8760032517279,3.37606538991135,-0.623094880996734,-0.96573972418518,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.7277081648456,-2.01132184663881,-1.85742694536318,-0.666593376790182,-4.7213400045978,-3.24610621133913,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.28692488492985,-0.782642461998499,0.230697567440935,2.9665448719202,-0.0811236206883753,-0.0349287011143335,0,0,0,0,0,0,0,0,0,0,0,0
2796.336,0.35388,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,6.90715743231666,-11.4028158817766,15.7904517581523,3.36564248480258,-0.467599625352403,-0.906191819555701,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72764856020083,-2.01126176515688,-1.85743886629214,-0.666581455861227,-4.7213160435306,-3.24603444734682,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286874404526819,-0.782649336551484,0.23074163010648,2.96648070844359,-0.0811368668149289,-0.0348874731514845,0,0,0,0,0,0,0,0,0,0,0,0
2796.344,0.343585,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,8.31380096760979,-7.46594657734534,19.1943076492533,3.48839600237564,-0.494012858879214,-1.02028226624694,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72766048112978,-2.01132184663881,-1.8574631849872,-0.666629616414205,-4.72135204473604,-3.24604636827578,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.28688568228848,-0.782637304523686,0.230672711233769,2.96661662739673,-0.08114456423348,-0.0349194093344717,0,0,0,0,0,0,0,0,0,0,0,0
2796.352,0.339504,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.48145855976719,-9.87966477700811,17.0143647642955,3.38221206152601,-0.483982166353825,-0.990210084335412,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72768432298769,-2.01132184663881,-1.85745078722109,-0.66661769548525,-4.7213400045978,-3.24605828920473,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286904258427532,-0.782636991963291,0.230681153150295,2.96659101484849,-0.0811601811904492,-0.0349107050452311,0,0,0,0,0,0,0,0,0,0,0,0
2796.36,0.419508,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,7.25987300244046,-7.75621874652214,18.9955782647076,3.48266179257271,-0.56959932093597,-0.920524301198105,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72769624391665,-2.01130992570986,-1.85745078722109,-0.666605297719137,-4.72132808366884,-3.24605828920473,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286912463834554,-0.7826333969809,0.230692515887576,2.96656517833713,-0.0811757579455608,-0.0348991741680705,0,0,0,0,0,0,0,0,0,0,0,0
2796.368,0.409716,8,0,7,1,1,0.1,0,0,0,0,0,0,0,0,0,0,6.46841181203715,-10.2131133387011,16.5116195446862,3.34115508985609,-0.544320144768802,-0.863295100741202,11,0,-1.72769624391665,-2.01136953035464,-1.85741502443422,-0.666605297719139,-4.7213160435306,-3.24603444734682,-1.72767240205874,-2.01134568849672,-1.85745078722109,-0.66661769548525,-4.7213160435306,-3.24604636827578,0,0,0,0,0,0,0,0,0,0,0,0,-0.286914821023607,-0.782655550814712,0.230663646928533,2.96658629960679,-0.0812102690499988,-0.0348738152905294,-0.286893126141495,-0.782643177426615,0.230661656917079,2.96661180748182,-0.0811575484150499,-0.034868021793358,0,0,0,0,0,0,0,0,0,0,0,0
