,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,time_from_start
0,4.867567539215088,-2.1400631109820765,-1.9513285795794886,0.957654595375061,-4.851465884839193,-0.7083147207843226,0.0
1,4.868247206363576,-2.139867619196401,-1.9515990131461436,0.957734613595435,-4.8521457661469745,-0.7033147207843226,0.16666666600000002
2,4.870286207809042,-2.1392811438393746,-1.9524103138461086,0.9579746682565571,-4.854185410070318,-0.6883147207843225,0.333333333
3,4.873684543551485,-2.1383036849109978,-1.9537624816793837,0.9583747593584273,-4.857584816609224,-0.6633147207843229,0.5
4,4.87844221393046,-2.1369352430326654,-1.9556555152982185,0.9589348861842719,-4.862343986110412,-0.6283147209415829,0.666666666
5,4.884565856429612,-2.135187136978537,-1.9580647770385582,0.9596419089951809,-4.868469687972414,-0.5833147378038498,0.833333333
6,4.892068080525232,-2.133080856347526,-1.9609434888226929,0.9604708795238821,-4.875974782146607,-0.5283147544331954,1.0
7,4.900959535595037,-2.130634580122642,-1.9642520836084643,0.9614006973961402,-4.884870129813861,-0.46331477249912256,1.166666666
8,4.911250542750582,-2.127870456159563,-1.9679430757052323,0.9624063595746399,-4.8951662965683,-0.38831480103218885,1.3333333330000001
9,4.922952814304407,-2.1248141061566557,-1.9719615934509953,0.963459002089639,-4.906875276322766,-0.30331483084903405,1.5
10,4.93607723128808,-2.1214952236284645,-1.9762447891265644,0.9645259058699498,-4.920008249420203,-0.20831486865032778,1.666666666
11,4.950634931099843,-2.1179472857036554,-1.9807221202221506,0.9655704915916079,-4.934576678748428,-0.10331491324151221,1.8333333330000001
12,4.96663406923332,-2.114208402071302,-1.985314547507695,0.9665523691483706,-4.950589032743989,0.011685033693787372,2.0
13,4.984081207182886,-2.11032087626684,-1.9899350340747617,0.9674274044041038,-4.968052176464999,0.1366839708830233,2.1666666660000002
14,5.0015503627490805,-2.1066253221743363,-1.9941601327206833,0.9681014999885527,-4.9855388956620414,0.26148408633429565,2.333333333
15,5.017654745983933,-2.1033920516451285,-1.997702326690085,0.9685458064600336,-5.001660701656812,0.376284209997382,2.5
16,5.0323779710982794,-2.100581305899725,-2.0006463011531608,0.9688046846075746,-5.016400767553115,0.481084343629943,2.6666666660000002
17,5.045709227691289,-2.098155731181082,-2.003070316826946,0.9689185121107773,-5.02974794195087,0.5758844788875704,2.833333333
18,5.057640705961347,-2.0960810819505618,-2.0050455210231632,0.9689237016039041,-5.041694139147397,0.6606846240473323,3.0
19,5.068166919907915,-2.094326328201742,-2.0066359283512654,0.9688527967138789,-5.052233649480339,0.7354847729143267,3.1666666660000002
20,5.077285773030775,-2.09286350645716,-2.007898400619222,0.9687342795201737,-5.061364231333786,0.8002849313691286,3.333333333
21,5.084996185307535,-2.091668198927618,-2.0088823734491967,0.9685928026687911,-5.069084692081946,0.8550850903804726,3.5
22,5.091297547031636,-2.0907197149104437,-2.009629647699242,0.9684491639865591,-5.0753943328461695,0.899885256113895,3.6666666660000002
23,5.096191086002802,-2.0900007632169366,-2.010174648794653,0.968320220048529,-5.080294342640143,0.9346854272837246,3.833333333
24,5.0996777629279615,-2.0894979124207236,-2.010544115623805,0.9682190625665434,-5.083785652187702,0.9594856022788183,4.0
25,5.101780001940313,-2.0891978238419098,-2.010760672865525,0.9681550140450207,-5.085890691653301,0.9742890636828673,4.166666666
26,5.10650088435684,-2.088524244998864,-2.011246384500098,0.9680109033357878,-5.090617863490417,0.9793535472488626,4.333333333
27,5.111273639971714,-2.0878432702204153,-2.011737432825015,0.9678652141681275,-5.095396977596797,0.9744324950084461,4.5
28,5.111511464010495,-2.087809344447362,-2.011761901105125,0.9678579609829533,-5.095635118428224,0.961355352531873,4.666666666
29,5.111511467274143,-2.0878093562084135,-2.0117619007036875,0.9678579723475369,-5.095635121610998,0.9384897805754606,4.833333333
30,5.1115114719651125,-2.087809373113028,-2.011761900126686,0.9678579886822931,-5.095635126185724,0.9056242086190494,5.0
31,5.111511478083729,-2.0878093951614938,-2.011761899373815,0.9678580099883154,-5.095635132155184,0.8627586646202265,5.166666666
32,5.111511485629796,-2.0878094223536388,-2.0117618984452617,0.9678580362649374,-5.095635139517676,0.809893124468114,5.333333333
33,5.111511492902522,-2.0878094544803,-2.0117618982632157,0.9678580682095187,-5.095635146567949,0.747027586086692,5.5
34,5.111511492076648,-2.087809490579275,-2.0117619030705667,0.9678581090312914,-5.095635145461624,0.6741620566333796,5.666666666
35,5.111511491137427,-2.087809531632455,-2.01176190853766,0.9678581554554646,-5.095635144203435,0.5912965302938124,5.833333333
36,5.111511490084852,-2.0878095776398644,-2.0117619146644703,0.9678582074821457,-5.095635142793315,0.4984310119250265,6.0
37,5.1115114783099935,-2.0878096257798004,-2.011761923266324,0.9678582640021598,-5.095635130635024,0.3955654969439286,6.166666666
38,5.111511461460181,-2.08780967755429,-2.011761933376905,0.9678583256058606,-5.095635113369177,0.28269998669494545,6.333333333
39,5.111511439715253,-2.0878097319196636,-2.01176194482516,0.9678583910827641,-5.095635091184118,0.159834483125821,6.5
40,5.111511403157089,-2.087809783056046,-2.011761958899235,0.9678584558124586,-5.095635054198972,0.026968985589718976,6.666666666
41,5.111511362069894,-2.0878098362385127,-2.011761974165836,0.9678585237303015,-5.095635012665231,-0.11589650747792359,6.833333333
42,5.111511304176511,-2.0878098790162576,-2.011761991545416,0.9678585832073209,-5.095634954392571,-0.26876199463529193,7.0
43,5.11151123908591,-2.0878099185402723,-2.011762009984302,0.9678586404235233,-5.09563488894216,-0.4315453249403469,7.166666666
