,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1711644650.3381145,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
1,1,1711644650.3381145,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
2,2,1711644652.3461044,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
3,3,1711644653.351226,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
4,4,1711644654.356129,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
5,5,1711644655.3606818,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
6,6,1711644656.3660803,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
7,7,1711644657.3747618,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
8,8,1711644658.3809054,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
9,9,1711644659.3866982,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
10,10,1711644660.3912032,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
