,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1711644025.9467912,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
1,1,1711644026.9556427,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
2,2,1711644027.9576733,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
3,3,1711644028.9601755,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
4,4,1711644029.9616706,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
5,5,1711644030.9645488,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
6,6,1711644031.9675164,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
7,7,1711644032.9732807,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
8,8,1711644033.9779484,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
9,9,1711644034.9816177,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
10,10,1711644035.9864664,"[-1.4942971437122945, -2.2633833778019055, -0.9564532295829821, -1.57767490617157, 0.17010573540939242, -1.7414420421773846]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
