,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1716479286.4228659,"[-2.080045525227682, -2.231403652821676, 0.8852208852767944, -4.877476517354147, -1.5796969572650355, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.920959949493408, 1.5333983898162842, -0.0605621412396431, -0.0358886756002903, -0.0448608435690403, 0.5264282822608948]",0.004000000189989805,False
1,1,1716479286.4228659,"[-2.080045525227682, -2.231403652821676, 0.8852208852767944, -4.877476517354147, -1.5796969572650355, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.920959949493408, 1.5333983898162842, -0.0605621412396431, -0.0358886756002903, -0.0448608435690403, 0.5264282822608948]",0.004000000189989805,False
2,2,1716479288.428578,"[-2.080021683369772, -2.231391255055563, 0.8851968050003052, -4.8775004784213465, -1.579745117818014, 4.88314151763916]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.939270496368408, 1.5109803676605225, -0.0583190992474556, -0.02467346377670765, -0.0426178015768528, 0.5493164658546448]",0.004000000189989805,False
3,3,1716479289.433951,"[-2.0799739996539515, -2.231391255055563, 0.8851968050003052, -4.877464477215902, -1.5796969572650355, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.943848133087158, 1.5087385177612305, -0.0628051832318306, -0.0471038855612278, -0.0381317175924778, 0.5310059189796448]",0.004000000189989805,False
4,4,1716479290.4378061,"[-2.080045525227682, -2.231403652821676, 0.8851968050003052, -4.877452556286947, -1.579745117818014, 4.883153438568115]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.898071765899658, 1.5087385177612305, -0.0336456336081028, -0.0471038855612278, -0.0403747595846653, 0.5218506455421448]",0.004000000189989805,False
5,5,1716479291.442635,"[-2.080033604298727, -2.231391255055563, 0.8852087259292603, -4.8775004784213465, -1.5797088781939905, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.898071765899658, 1.515463948249817, -0.0314025916159153, -0.0426178015768528, -0.0403747595846653, 0.5401611924171448]",0.004000000189989805,False
6,6,1716479292.4491723,"[-2.080021683369772, -2.231403652821676, 0.8852087259292603, -4.877524439488546, -1.5797088781939905, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.966736316680908, 1.4952876567840576, -0.0314025916159153, -0.0448608435690403, -0.0381317175924778, 0.5172730088233948]",0.004000000189989805,False
7,7,1716479293.452363,"[-2.080021683369772, -2.231403652821676, 0.8851968050003052, -4.877464477215902, -1.5797331968890589, 4.88314151763916]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.879761219024658, 1.504254937171936, -0.0381317175924778, -0.0493469275534153, -0.0493469275534153, 0.5493164658546448]",0.004000000189989805,False
8,8,1716479294.4557245,"[-2.0799978415118616, -2.231403652821676, 0.8851968050003052, -4.877452556286947, -1.5796969572650355, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.898071765899658, 1.499771237373352, -0.0314025916159153, -0.0426178015768528, -0.0448608435690403, 0.4989624619483948]",0.004000000189989805,False
9,9,1716479295.4589274,"[-2.0799859205829065, -2.2313554922686976, 0.8852087259292603, -4.8775004784213465, -1.5796850363360804, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.953003406524658, 1.4818367958068848, -0.0426178015768528, -0.0471038855612278, -0.0403747595846653, 0.5218506455421448]",0.004000000189989805,False
10,10,1716479296.4633465,"[-2.080045525227682, -2.231415096913473, 0.8851968050003052, -4.877488438283102, -1.5797212759601038, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.953003406524658, 1.4975295066833496, -0.0314025916159153, -0.0560760572552681, -0.0381317175924778, 0.5310059189796448]",0.004000000189989805,False
11,11,1716479297.466142,"[-2.0799978415118616, -2.231403652821676, 0.8851848840713501, -4.877452556286947, -1.5797331968890589, 4.88314151763916]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.847717761993408, 1.4773530960083008, -0.0291595496237278, -0.0448608435690403, -0.0403747595846653, 0.5310059189796448]",0.004000000189989805,False
12,12,1716479298.4696546,"[-2.0799978415118616, -2.231415096913473, 0.8852208852767944, -4.877488438283102, -1.579757038746969, 4.88314151763916]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.971313953399658, 1.4728695154190063, -0.02243042178452015, -0.0605621412396431, -0.0403747595846653, 0.5264282822608948]",0.004000000189989805,False
13,13,1716479299.4735012,"[-2.080021683369772, -2.231391255055563, 0.8852087259292603, -4.877476517354147, -1.5796850363360804, 4.883153438568115]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.829407215118408, 1.4885622262954712, -0.02018737979233265, -0.0471038855612278, -0.0426178015768528, 0.5172730088233948]",0.004000000189989805,False
14,14,1716479300.4762108,"[-2.0799739996539515, -2.231403652821676, 0.8852087259292603, -4.8775004784213465, -1.5797331968890589, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.879761219024658, 1.4885622262954712, -0.02018737979233265, -0.0471038855612278, -0.0448608435690403, 0.5401611924171448]",0.004000000189989805,False
15,15,1716479301.4804528,"[-2.080021683369772, -2.231391255055563, 0.8852087259292603, -4.877476517354147, -1.5797212759601038, 4.883105754852295]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.820251941680908, 1.4728695154190063, -0.0291595496237278, -0.0448608435690403, -0.0403747595846653, 0.5126953721046448]",0.004000000189989805,False
16,16,1716479302.4846509,"[-2.0799739996539515, -2.2313793341266077, 0.8851968050003052, -4.8775004784213465, -1.5797331968890589, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.966736316680908, 1.4795949459075928, -0.02018737979233265, -0.0493469275534153, -0.0381317175924778, 0.5447388291358948]",0.004000000189989805,False
17,17,1716479303.48884,"[-2.0799978415118616, -2.2313674131976526, 0.8852087259292603, -4.877488438283102, -1.5797088781939905, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.920959949493408, 1.4818367958068848, -0.01794433780014515, -0.0448608435690403, -0.0403747595846653, 0.5035400986671448]",0.004000000189989805,False
