,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1711661464.0098486,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
1,1,1711661464.0098486,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
2,2,1711661466.0141468,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
3,3,1711661467.01643,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
4,4,1711661468.0183835,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
5,5,1711661469.020332,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
6,6,1711661470.0216298,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
7,7,1711661471.0238743,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
8,8,1711661472.0260496,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
9,9,1711661473.0274014,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
10,10,1711661474.0287783,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
11,11,1711661475.0303605,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
12,12,1711661476.031987,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
13,13,1711661477.0335517,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
14,14,1711661478.0358024,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
15,15,1711661479.0379486,"[-1.8472259599494167, -1.8628376106568827, -1.0040677928027004, -1.5797563928728129, -2.473729276390528, 0.9023910596263357]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
16,16,1711661480.040258,"[-1.7177559109806106, -1.4642032110052283, -1.5321972177272323, -1.5809862654019804, -2.4777672013351384, 0.9017761018638927]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
17,17,1711661481.0447912,"[-1.7582678694207963, -1.0663851336762602, -1.889523842995602, -1.5813798825035765, -2.495393871680391, 0.9161493625269359]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
18,18,1711661482.0473635,"[-1.5736694654755046, -1.3063390022850232, -1.834160318005187, -1.5805208138232505, -2.7399635153431445, 1.1610603835132811]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
19,19,1711661483.0510783,"[-1.5321291555477599, -1.3820947341361736, -1.7999421966332096, -1.5803415757144106, -2.471118783288805, 0.8925201105867118]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
20,20,1711661484.0548232,"[-1.7432744869925374, -1.1908188467563952, -1.7800772840180359, -1.581436490979787, -2.6236249902687785, 1.0453763835065073]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
21,21,1711661485.0575144,"[-1.4167848313508167, -1.5575191808937352, -1.7398565239568766, -1.5797801831314213, -2.6459006352932244, 1.0678702713661985]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
22,22,1711661486.0605664,"[-1.7113612531513822, -1.3002326613678248, -1.7025716818291774, -1.5813015387671345, -2.4855195930952148, 0.907957035441838]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
23,23,1711661487.064652,"[-1.5419200538350473, -1.5158580004428954, -1.6563816068478787, -1.5804219264752633, -2.7387625265989812, 1.1615099405405265]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
24,24,1711661488.067408,"[-1.5104282847527075, -1.5796863292714654, -1.6240429012847755, -1.5802389377486028, -2.469243976649824, 0.8922874956868355]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
25,25,1711661489.0722275,"[-1.7202895149649777, -1.3949751565351796, -1.5988952697639864, -1.581292760661051, -2.6279836674104153, 1.051401796263098]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
26,26,1711661490.076206,"[-1.4032526467138307, -1.7452702669527678, -1.5656301609779193, -1.5796233170296043, -2.6365309522854816, 1.0601343936143115]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
