,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,[],[],[],[],True,True
1,1,[],[],[],[],True,True
2,2,[],[],[],[],True,True
3,3,1711721950.196069,"[-1.8390713381117094, -0.5507731119046468, -2.0467304620641835, -2.069759865892933, -0.6996674566314597, 0.4579325117719837]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
4,4,1711721951.2012215,"[-1.8390713381117094, -0.5507731119046468, -2.0467304620641835, -2.069759865892933, -0.6996674566314597, 0.4579325117719837]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
5,5,1711721952.2066488,"[-1.8390713381117094, -0.5507731119046468, -2.0467304620641835, -2.069759865892933, -0.6996674566314597, 0.4579325117719837]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
6,6,1711721953.2121675,"[-1.8390713381117094, -0.5507731119046468, -2.0467304620641835, -2.069759865892933, -0.6996674566314597, 0.4579325117719837]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
7,7,1711721954.217717,"[-1.8390713381117094, -0.5507731119046468, -2.0467304620641835, -2.069759865892933, -0.6996674566314597, 0.4579325117719837]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
8,8,1711721955.2237704,"[-1.8390713381117094, -0.5507731119046468, -2.0467304620641835, -2.069759865892933, -0.6996674566314597, 0.4579325117719837]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
9,9,1711721956.2292588,"[-1.8390713381117094, -0.5507731119046468, -2.0467304620641835, -2.069759865892933, -0.6996674566314597, 0.4579325117719837]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
10,10,1711721957.2347844,"[-1.8390713381117094, -0.5507731119046468, -2.0467304620641835, -2.069759865892933, -0.6996674566314597, 0.4579325117719837]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
