,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1716400099.4786704,"[-1.2236107031451624, -1.9062541166888636, 3.0123515129089355, -4.156012360249655, 0.9424956440925598, 5.456453800201416]","[0.0, -0.0, 0.0, -0.20100900530815125, 0.0, 0.0]","[1.2680054903030396, 2.5556640625, -0.2153320610523224, -0.3790741264820099, -0.0672912672162056, -0.2471924126148224]",0.004000000189989805,False
1,1,1716400099.4786704,"[-1.2236107031451624, -1.9062541166888636, 3.0123515129089355, -4.156012360249655, 0.9424956440925598, 5.456453800201416]","[0.0, -0.0, 0.0, -0.20100900530815125, 0.0, 0.0]","[1.2680054903030396, 2.5556640625, -0.2153320610523224, -0.3790741264820099, -0.0672912672162056, -0.2471924126148224]",0.004000000189989805,False
2,2,1716400101.4868731,"[-1.2235987822162073, -1.906290356312887, 3.012375831604004, -4.5432708899127405, 0.94248366355896, 5.456429958343506]","[0.0, -0.0, 0.0, -0.2011815905570984, 0.0, 0.0]","[1.2634278535842896, 2.548938512802124, -0.2287903130054474, -0.3140259087085724, -0.0717773512005806, -0.2883911430835724]",0.004000000189989805,False
3,3,1716400102.4921238,"[-1.2236226240741175, -1.9062302748309534, 3.012387752532959, -4.743134800587789, 0.9424597024917603, 5.456453800201416]","[0.0, -0.0, 0.0, -0.20194856822490692, 0.0, 0.0]","[1.2725831270217896, 2.535487651824951, -0.2355194389820099, -0.2736511528491974, -0.0740203931927681, -0.2151489406824112]",0.004000000189989805,False
4,4,1716400103.496973,"[-1.2235987822162073, -1.9062541166888636, 3.012375831604004, -4.944801990185873, 0.9424956440925598, 5.456417560577393]","[0.0, -0.0, 0.0, -0.19834372401237488, 0.0, 0.0]","[1.2496949434280396, 2.5310041904449463, -0.2287903130054474, -0.3050537407398224, -0.0650482252240181, -0.2609253227710724]",0.004000000189989805,False
5,5,1716400104.5007155,"[-1.2236464659320276, -1.9062541166888636, 3.012387752532959, -5.144745651875631, 0.9424956440925598, 5.456429958343506]","[0.0, -0.0, 0.0, -0.19966678321361542, 0.0, 0.0]","[1.2496949434280396, 2.5265204906463623, -0.2287903130054474, -0.3992615044116974, -0.0717773512005806, -0.2700805962085724]",0.004000000189989805,False
6,6,1716400105.5049899,"[-1.2236345450030726, -1.9062660376178187, 3.0123395919799805, -5.346405748520986, 0.9424956440925598, 5.456453800201416]","[0.0, -0.0, 0.0, -0.20215949416160583, 0.0, 0.0]","[1.2313843965530396, 2.539971351623535, -0.2310333549976349, -0.2714081108570099, -0.0740203931927681, -0.2426147758960724]",0.004000000189989805,False
7,7,1716400106.5090775,"[-1.2236703077899378, -1.9062660376178187, 3.0123276710510254, -5.546333734189169, 0.94248366355896, 5.456429958343506]","[0.0, -0.0, 0.0, -0.19997356832027435, 0.0, 0.0]","[1.3000489473342896, 2.5332460403442383, -0.2287903130054474, -0.3745880424976349, -0.0762634351849556, -0.2563476860523224]",0.004000000189989805,False
8,8,1716400107.5133135,"[-1.2236226240741175, -1.9062660376178187, 3.0123515129089355, -5.747899774705068, 0.9424597024917603, 5.456417560577393]","[0.0, -0.0, 0.0, -0.20100900530815125, 0.0, 0.0]","[1.2496949434280396, 2.546696901321411, -0.2175751030445099, -0.4396362900733948, -0.0628051832318306, -0.2700805962085724]",0.004000000189989805,False
9,9,1716400108.5186574,"[-1.2236464659320276, -1.9063018004046839, 3.012363910675049, -5.949622009192602, 0.9424716830253601, 5.456441879272461]","[0.0, -0.0, 0.0, -0.19801774621009827, 0.0, 0.0]","[1.2680054903030396, 2.548938512802124, -0.1996307522058487, -0.5069275498390198, -0.0740203931927681, -0.2700805962085724]",0.004000000189989805,False
10,10,1716400109.5220923,"[-1.2236464659320276, -1.906290356312887, 3.0123162269592285, -6.149687785898344, 0.9424716830253601, 5.456429958343506]","[0.0, -0.0, 0.0, -0.19874638319015503, 0.0, 0.0]","[1.2817384004592896, 2.553422212600708, -0.1906585842370987, -0.3252411186695099, -0.0695343092083931, -0.2517700493335724]",0.004000000189989805,False
11,11,1716400110.5267892,"[-1.2236226240741175, -1.906290356312887, 3.0123043060302734, -6.283987172434124, 0.9424357414245605, 5.456429958343506]","[0.0, -0.0, 0.0, -0.0008820389630272985, 0.0, 0.0]","[1.3183594942092896, 2.551180362701416, -0.1816864162683487, -0.0740203931927681, -0.0695343092083931, -0.2517700493335724]",0.004000000189989805,False
12,12,1716400111.5337152,"[-1.2236107031451624, -1.906290356312887, 3.0123043060302734, -6.283975251505169, 0.9424716830253601, 5.456417560577393]","[0.0, -0.0, 0.0, -5.752428114647046, 5.0, 0.0, 0.0]","[1.3595582246780396, 2.548938512802124, -0.1794433742761612, -0.0672912672162056, -0.0695343092083931, -0.2151489406824112]",0.004000000189989805,False
13,13,1716400112.5376086,"[-1.2236464659320276, -1.906290356312887, 3.0123162269592285, -6.284022935220989, 0.94248366355896, 5.456441879272461]","[0.0, -0.0, 0.0, -1.917476038215682, 5.0, 0.0, 0.0]","[1.2725831270217896, 2.553422212600708, -0.1861725002527237, -0.0695343092083931, -0.0583190992474556, -0.2243042290210724]",0.004000000189989805,False
14,14,1716400113.5411966,"[-1.2236107031451624, -1.9063261190997522, 3.0123515129089355, -6.282526549311363, 0.9424597024917603, 5.4564056396484375]","[0.0, -0.0, 0.0, 0.0329614132642746, 0.0, 0.0]","[1.3092042207717896, 2.551180362701416, -0.1794433742761612, 0.3701019585132599, -0.0785064771771431, -0.2609253227710724]",0.004000000189989805,False
15,15,1716400114.5448651,"[-1.2236464659320276, -1.9063018004046839, 3.0123276710510254, -6.0964351187096995, 0.94248366355896, 5.456429958343506]","[0.0, -0.0, 0.0, 0.19801774621009827, 0.0, 0.0]","[1.3092042207717896, 2.544455051422119, -0.1839294582605362, 0.4104767143726349, -0.0785064771771431, -0.2655029594898224]",0.004000000189989805,False
16,16,1716400115.5477848,"[-1.2236226240741175, -1.906290356312887, 3.0123395919799805, -5.896613899861471, 0.9424716830253601, 5.456417560577393]","[0.0, -0.0, 0.0, 0.19822867214679718, 0.0, 0.0]","[1.2817384004592896, 2.5220367908477783, -0.1906585842370987, 0.4216919243335724, -0.0762634351849556, -0.2517700493335724]",0.004000000189989805,False
17,17,1716400116.5516953,"[-1.2236226240741175, -1.9062779585467737, 3.0123276710510254, -5.695002500210897, 0.9424956440925598, 5.456429958343506]","[0.0, -0.0, 0.0, 0.1994558572769165, 0.0, 0.0]","[1.2908936738967896, 2.5220367908477783, -0.2041168361902237, 0.3229980766773224, -0.0695343092083931, -0.2792358696460724]",0.004000000189989805,False
18,18,1716400117.5561004,"[-1.2236345450030726, -1.9063018004046839, 3.0123276710510254, -5.494995896016256, 0.9424597024917603, 5.4564056396484375]","[0.0, -0.0, 0.0, 0.1985354721546173, 0.0, 0.0]","[1.2634278535842896, 2.5242786407470703, -0.2108459621667862, 0.3768310844898224, -0.0695343092083931, -0.2792358696460724]",0.004000000189989805,False
19,19,1716400118.5614336,"[-1.2236345450030726, -1.906290356312887, 3.0123043060302734, -5.468020562325613, 0.9476369023323059, 5.456429958343506]","[0.0, -0.0, 0.0, -5.752428114647046, 5.0, 0.07953690737485886, 0.0]","[1.2451173067092896, 2.4951350688934326, -0.2108459621667862, -0.0829925611615181, 0.3342132866382599, -0.2517700493335724]",0.004000000189989805,False
