,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,[],[],[],[],True,True
1,1,1712248518.651409,"[-1.7711251417743128, -1.0533364454852503, -1.8896649519549769, -1.5813491980182093, -2.5124884287463587, 0.933462917804718]","[-0.1507391780614853, 0.15638934075832367, -0.000862864195369184, -0.0019174760673195124, -0.23920513689517975, 0.23563224077224731]","[2.682495355606079, 4.062160491943359, 0.0628051832318306, -0.2960815727710724, -0.3880462944507599, 1.789856195449829]",0.004000000189989805,False
2,2,1712248518.6629348,"[-1.7722528616534632, -1.0521262327777308, -1.889676872883932, -1.5813129583941858, -2.514418665562765, 0.935334324836731]","[-0.1461755931377411, 0.1491284966468811, -0.0007286408799700439, -0.0013230585027486086, -0.24300174415111542, 0.24057932198047638]","[2.687072992324829, 4.0509514808654785, 0.1054229810833931, -0.3162689507007599, -0.2377624809741974, 1.6571046113967896]",0.004000000189989805,False
3,3,1712248518.6741178,"[-1.7734034697162073, -1.0509756247149866, -1.8896406332599085, -1.581324879323141, -2.5163853804217737, 0.9373023509979248]","[-0.1406916081905365, 0.14396409690380096, -0.0006135923322290182, -0.0010162623366340995, -0.2485048919916153, 0.24665133655071259]","[2.494812250137329, 3.9859392642974854, 0.1570129543542862, -0.3252411186695099, -0.2646789848804474, 1.757812738418579]",0.004000000189989805,False
4,4,1712248518.6852727,"[-1.7745545546161097, -1.0498488585101526, -1.8896406332599085, -1.5813611189471644, -2.5183873812304896, 0.9392452836036682]","[-0.13394209742546082, 0.13564226031303406, 0.00015339808305725455, -0.0008245147182606161, -0.25161120295524597, 0.2481086105108261]","[2.632141351699829, 3.8828158378601074, 0.1794433742761612, -0.3364563286304474, -0.3813171684741974, 1.4831544160842896]",0.004000000189989805,False
5,5,1712248518.6966991,"[-1.775597874318258, -1.048758331929342, -1.8896406332599085, -1.5813611189471644, -2.5203538576709192, 0.9412369132041931]","[-0.12703917920589447, 0.12765276432037354, 0.0024351945612579584, -0.0007478156476281583, -0.24660658836364746, 0.24644680321216583]","[2.517700433731079, 3.7707252502441406, 0.2287903130054474, -0.3140259087085724, -0.4149627983570099, 1.2496949434280396]",0.004000000189989805,False
6,6,1712248518.7080698,"[-1.776581112538473, -1.0477755705462855, -1.8895929495440882, -1.5813849608050745, -2.522331778203146, 0.943228542804718]","[-0.12343432009220123, 0.11832105368375778, 0.006097573786973953, -0.0007478156476281583, -0.24948281049728394, 0.2515089511871338]","[2.558899164199829, 3.8850576877593994, 0.1794433742761612, -0.3095398247241974, -0.4239349663257599, 1.5838624238967896]",0.004000000189989805,False
7,7,1712248518.719729,"[-1.7775405089007776, -1.0469124952899378, -1.889581028615133, -1.5814207235919397, -2.524346176777975, 0.9452804923057556]","[-0.11881959438323975, 0.10851635783910751, 0.0032213598024100065, -0.0023009711876511574, -0.2537204325199127, 0.25793886184692383]","[2.778625726699829, 4.0688862800598145, 0.2467346489429474, -0.3229980766773224, -0.4687958359718323, 1.3458253145217896]",0.004000000189989805,False
8,8,1712248518.7321157,"[-1.778475586568014, -1.0461095015155237, -1.8895567099200647, -1.5814088026629847, -2.5264321009265345, 0.9473676085472107]","[-0.11416652053594589, 0.09949143975973129, 0.011198059655725956, -0.0023009711876511574, -0.2601439654827118, 0.25876978039741516]","[2.760315179824829, 4.29306697845459, 0.2938385307788849, -0.2960815727710724, -0.4194488823413849, 1.0574342012405396]",0.004000000189989805,False
9,9,1712248518.7448442,"[-1.7793505827533167, -1.0453546682940882, -1.8895095030414026, -1.581456486378805, -2.528494660054342, 0.949467122554779]","[-0.10794111341238022, 0.0931382030248642, 0.0054456316865980625, -0.001764077926054597, -0.2642281949520111, 0.2637679874897003]","[2.801513910293579, 4.297550678253174, 0.2579498589038849, -0.3117828667163849, -0.3813171684741974, 1.2634278535842896]",0.004000000189989805,False
10,10,1712248518.7571726,"[-1.7802255789386194, -1.0446112791644495, -1.889437500630514, -1.5814326445208948, -2.5306525866137903, 0.9515785574913025]","[-0.1049242913722992, 0.08807606250047684, 0.01769830286502838, -0.0012655341997742653, -0.2684849798679352, 0.26558321714401245]","[2.980041742324829, 4.187702178955078, 0.2960815727710724, -0.2848663628101349, -0.3274841606616974, 1.4144898653030396]",0.004000000189989805,False
11,11,1712248518.7697816,"[-1.781832520161764, -1.0433409849749964, -1.8892577330218714, -1.5814207235919397, -2.534956757222311, 0.9558618068695068]","[-0.09096506237983704, 0.0755741223692894, 0.015627428889274597, -0.0008053399506025016, -0.26861920952796936, 0.2651613652706146]","[3.218078851699829, 4.100271701812744, 0.2803802788257599, -0.3431854546070099, -0.3319702446460724, 1.6113282442092896]",0.004000000189989805,False
12,12,1712248518.782936,"[-1.7825759092914026, -1.0427659193622034, -1.8891375700580042, -1.581456486378805, -2.5371153990374964, 0.9580332040786743]","[-0.0833718553185463, 0.0688757374882698, 0.010603642091155052, -0.0007094661123119295, -0.26232990622520447, 0.26252803206443787]","[3.419494867324829, 4.062160491943359, 0.3947754204273224, -0.3162689507007599, -0.3813171684741974, 1.4877320528030396]",0.004000000189989805,False
13,13,1712248518.7955024,"[-1.7837627569781702, -1.0418313185321253, -1.888970200215475, -1.58146840730776, -2.5413954893695276, 0.9622205495834351]","[-0.06780195236206055, 0.05289677157998085, 0.018005099147558212, -0.00199417513795197, -0.26760295033454895, 0.26909857988357544]","[3.694153308868408, 4.017324447631836, 0.4306641221046448, -0.3364563286304474, -0.4463654160499573, 1.4328004121780396]",0.004000000189989805,False
14,14,1712248518.8079782,"[-1.784290615712301, -1.0414231459247034, -1.8888147513019007, -1.5814927260028284, -2.5435898939715784, 0.9643679857254028]","[-0.06024709716439247, 0.04419143125414848, 0.013805827125906944, -0.00199417513795197, -0.26988476514816284, 0.26661863923072815]","[3.460693597793579, 4.019566535949707, 0.4530945420265198, -0.2960815727710724, -0.3813171684741974, 1.3000489473342896]",0.004000000189989805,False
15,15,1712248518.8204708,"[-1.78508168855776, -1.0408843199359339, -1.8885510603534144, -1.58146840730776, -2.5479899088488978, 0.9686508178710938]","[-0.043475572019815445, 0.025259550660848618, 0.020018449053168297, -0.0014381069922819734, -0.27571389079093933, 0.2750427722930908]","[3.053283929824829, 3.9657628536224365, 0.4957123398780823, -0.2893524467945099, -0.2512207329273224, 1.7349244356155396]",0.004000000189989805,False
16,16,1712248518.8327565,"[-1.7853811422931116, -1.0406926313983362, -1.8883593718158167, -1.58146840730776, -2.5502200762378138, 0.9708585739135742]","[-0.03574175387620926, 0.014879614114761353, 0.02256869338452816, -0.001073786523193121, -0.2777272164821625, 0.27945294976234436]","[2.888489007949829, 3.8895413875579834, 0.5158997178077698, -0.3185119926929474, -0.3072967827320099, 1.5060425996780396]",0.004000000189989805,False
17,17,1712248518.844736,"[-1.7858365217791956, -1.0406926313983362, -1.8879998365985315, -1.5814927260028284, -2.5546086470233362, 0.9753575325012207]","[-0.021399032324552536, 0.0032597093377262354, 0.026576217263936996, -0.0007286408799700439, -0.28039252758026123, 0.2830705940723419]","[2.870178461074829, 3.4411792755126953, 0.5854340195655823, -0.3005676567554474, -0.5652466416358948, 1.3229371309280396]",0.004000000189989805,False
18,18,1712248518.8569272,"[-1.7860892454730433, -1.0409205595599573, -1.887580696736471, -1.5814803282367151, -2.559140984212057, 0.9798927903175354]","[-0.006391586735844612, -0.023316508159041405, 0.029509956017136574, -0.0005368932615965605, -0.28357553482055664, 0.2807440459728241]","[3.195190668106079, 2.9457390308380127, 0.6101074814796448, -0.2983246147632599, -0.4396362900733948, 1.5472413301467896]",0.004000000189989805,False
19,19,1712248518.8688602,"[-1.7860773245440882, -1.04112416902651, -1.887341324483053, -1.5815284887896937, -2.5613227526294153, 0.9821604490280151]","[-0.005586246959865093, -0.02660178393125534, 0.03075631521642208, -0.0004793690168298781, -0.27682602405548096, 0.27846863865852356]","[3.410339593887329, 2.9524645805358887, 0.5742188096046448, -0.3095398247241974, -0.3319702446460724, 1.2451173067092896]",0.004000000189989805,False
20,20,1712248518.8808086,"[-1.7860773245440882, -1.0413873831378382, -1.8871014753924769, -1.5815165678607386, -2.5635772387133997, 0.984463632106781]","[0.0007030745618976653, -0.03593350201845169, 0.03259709104895592, -0.0004410194815136492, -0.2798748016357422, 0.2824186384677887]","[4.183960437774658, 2.811230421066284, 0.5674896836280823, -0.2983246147632599, -0.2960815727710724, 1.1535645723342896]",0.004000000189989805,False
21,21,1712248518.8927207,"[-1.7859328428851526, -1.0420830885516565, -1.8865392843829554, -1.5814803282367151, -2.5680254141436976, 0.9890588521957397]","[0.019698871299624443, -0.05057023465633392, 0.03696893900632858, -0.00036432043998502195, -0.27818742394447327, 0.2807440459728241]","[4.655457019805908, 2.5310041904449463, 0.6841278672218323, -0.3274841606616974, -0.4418793320655823, 1.1489869356155396]",0.004000000189989805,False
22,22,1712248518.9045749,"[-1.7857406775103968, -1.0425141493426722, -1.8862274328814905, -1.5814927260028284, -2.5702794233905237, 0.9913025498390198]","[0.02528511732816696, -0.06261198222637177, 0.03999854996800423, -0.00032597093377262354, -0.2809102237224579, 0.28142157196998596]","[4.930115222930908, 2.380802869796753, 0.7267456650733948, -0.3229980766773224, -0.4822540879249573, 1.4144898653030396]",0.004000000189989805,False
23,23,1712248518.9165196,"[-1.7851775328265589, -1.0436885992633265, -1.885568920766012, -1.5814927260028284, -2.5749195257769983, 0.995789110660553]","[0.03912929445505142, -0.08283496648073196, 0.04231869429349899, -0.00028762139845639467, -0.2870461642742157, 0.2844511866569519]","[4.861450672149658, 2.371835470199585, 0.7088013291358948, -0.3117828667163849, -0.3992615044116974, 1.6799927949905396]",0.004000000189989805,False
24,24,1712248518.928644,"[-1.7844703833209437, -1.045126740132467, -1.8848860899554651, -1.5815284887896937, -2.5795002619372767, 1.0002405643463135]","[0.046837545931339264, -0.09472331404685974, 0.04830121994018555, -0.00024927189224399626, -0.28094857931137085, 0.2785581350326538]","[5.332947254180908, 2.6005003452301025, 0.6325379014015198, -0.3140259087085724, -0.3409424126148224, 1.3229371309280396]",0.004000000189989805,False
25,25,1712248518.9409113,"[-1.7840865294085901, -1.0459540526019495, -1.8845389525042933, -1.5815165678607386, -2.581754271184103, 1.0024362802505493]","[0.052500493824481964, -0.1052694320678711, 0.0496051050722599, -0.00023009712458588183, -0.28027746081352234, 0.2806801497936249]","[5.630493640899658, 2.647578239440918, 0.5921631455421448, -0.3050537407398224, -0.3162689507007599, 1.5701295137405396]",0.004000000189989805,False
26,26,1712248518.953243,"[-1.7831390539752405, -1.0477998892413538, -1.8837960402118128, -1.5815165678607386, -2.5861666838275355, 1.0069228410720825]","[0.0655776783823967, -0.11697882413864136, 0.050410445779561996, -0.00023009712458588183, -0.27761217951774597, 0.2836330533027649]","[5.809021472930908, 2.5758402347564697, 0.5293579697608948, -0.3028106987476349, -0.4710388779640198, 1.2634278535842896]",0.004000000189989805,False
27,27,1712248518.9659534,"[-1.7825282255755823, -1.0487702528582972, -1.8833773771869105, -1.5815404097186487, -2.5884929339038294, 1.0091785192489624]","[0.07315810024738312, -0.12717978656291962, 0.0437951534986496, -0.00023009712458588183, -0.2869311273097992, 0.2886568307876587]","[5.982971668243408, 2.450299024581909, 0.6639404892921448, -0.2938385307788849, -0.4777680039405823, 1.2680054903030396]",0.004000000189989805,False
28,28,1712248518.9782386,"[-1.781245533620016, -1.0509637037860315, -1.882514778767721, -1.5815046469317835, -2.593097511922018, 1.0138096809387207]","[0.090249203145504, -0.14584322273731232, 0.056354619562625885, -0.00023009712458588183, -0.2924150824546814, 0.2918526232242584]","[5.836487293243408, 2.4346063137054443, 0.5809479355812073, -0.3005676567554474, -0.3521576225757599, 1.3916016817092896]",0.004000000189989805,False
29,29,1712248518.9904873,"[-1.7804773489581507, -1.0521381537066858, -1.8820717970477503, -1.5815165678607386, -2.5954116026507776, 1.0161970853805542]","[0.09882671386003494, -0.15603141486644745, 0.05775437876582146, -0.00023009712458588183, -0.2939107120037079, 0.29263240098953247]","[6.028748035430908, 2.4839260578155518, 0.6213226914405823, -0.2915954887866974, -0.3745880424976349, 1.4373780488967896]",0.004000000189989805,False
30,30,1712248519.002881,"[-1.7787631193744105, -1.054763142262594, -1.8811376730548304, -1.5814927260028284, -2.600123469029562, 1.0209364891052246]","[0.11420486867427826, -0.17751993238925934, 0.06270146369934082, -0.00023009712458588183, -0.29166728258132935, 0.29327157139778137]","[5.680847644805908, 2.174556255340576, 0.7110443711280823, -0.2714081108570099, -0.4530945420265198, 1.776123285293579]",0.004000000189989805,False
31,31,1712248519.0151732,"[-1.7778280417071741, -1.0561650435077112, -1.8806465307818812, -1.5815165678607386, -2.602473560963766, 1.023300051689148]","[0.12108221650123596, -0.1841927468776703, 0.06651724129915237, -0.00023009712458588183, -0.2953488230705261, 0.29284971952438354]","[5.845642566680908, 2.3359665870666504, 0.7110443711280823, -0.3117828667163849, -0.4082336723804474, 1.3641358613967896]",0.004000000189989805,False
