,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1711721999.472374,"[-1.7451357623681918, -1.0660988095077322, -1.8938101436818928, -1.5973673996419762, -2.422410027745234, 0.8871493901440524]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
1,1,1711721999.472374,"[-1.7451357623681918, -1.0660988095077322, -1.8938101436818928, -1.5973673996419762, -2.422410027745234, 0.8871493901440524]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
2,2,1711722001.4827285,"[-1.4375105742005625, -1.4488447221740213, -1.8278092844034712, -1.5798234124347097, -2.6645678601555005, 1.0857100196298526]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
3,3,1711722002.4854083,"[-1.7122296592670663, -1.2084988487342085, -1.7934420505906887, -1.5812701809406557, -2.4757412819380558, 0.8973296152021233]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
4,4,1711722003.488967,"[-1.5772357777130812, -1.3905673341841758, -1.7463616706779084, -1.5806083621308125, -2.735687993227218, 1.157605996677053]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
5,5,1711722004.4943166,"[-1.4946993545085423, -1.504174992212852, -1.7152870093136432, -1.5801885820300676, -2.484213628738412, 0.9064015238739368]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
6,6,1711722005.497216,"[-1.7356946383379204, -1.2871726136369528, -1.6912982180145424, -1.581423037111701, -2.610935651138226, 1.033508676121003]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
7,7,1711722006.5004957,"[-1.4098341891988426, -1.650109190247067, -1.6542134845497838, -1.5797370077160071, -2.6607748008124563, 1.0835497137104404]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
8,8,1711722007.5046618,"[-1.6940038787273122, -1.406552160157824, -1.6136042878014012, -1.581173694228461, -2.476414422082677, 0.8996653629475166]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
9,9,1711722008.507677,"[-1.5521773272796735, -1.5923643371610294, -1.569614000285351, -1.580399421259514, -2.7363297078035864, 1.159889763797644]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
10,10,1711722009.5107708,"[-1.4928619477742737, -1.6820330885986836, -1.5392582842646643, -1.5800493585143567, -2.4782881978395177, 0.9021185331921965]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
