,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,[],[],[],[],True,True
1,1,[],[],[],[],True,True
2,2,[],[],[],[],True,True
3,3,1712157149.1639538,"[-1.6749747435199183, -1.2783435026751917, -1.7609179655658167, -1.5812891165362757, -2.6935117880450647, 1.1156598329544067]","[0.39142078161239624, -0.4689379334449768, 0.08362112939357758, 0.0044293696992099285, -0.2667592763900757, 0.2651613652706146]","[5.827332019805908, 1.8719117641448975, 0.7805786728858948, -0.0964508131146431, -0.5383301377296448, 1.3229371309280396]",0.004000000189989805,False
4,4,1712157150.168929,"[-1.4323485533343714, -1.5519850889789026, -1.7299464384662073, -1.579827610646383, -2.5570181051837366, 0.9792089462280273]","[-0.186736598610878, 0.12900778651237488, 0.06166603043675423, 0.00011504856229294091, 0.3847799003124237, -0.3855660855770111]","[0.3250122368335724, 4.257198333740234, 0.7469330430030823, 0.0672912672162056, 0.4284210503101349, -1.2771607637405396]",0.004000000189989805,False
5,5,1712157151.1746137,"[-1.7468097845660608, -1.267374340687887, -1.7004359404193323, -1.5813849608050745, -2.5477262179004114, 0.9701387882232666]","[-0.04139191657304764, 0.017525730654597282, 0.023930100724101067, -0.00032597093377262354, -0.2850903272628784, 0.2840932607650757]","[3.323364496231079, 3.9904227256774902, 0.6078644394874573, -0.3050537407398224, -0.2512207329273224, 1.918030023574829]",0.004000000189989805,False
6,6,1712157152.1784716,"[-1.449078385029928, -1.6102975050555628, -1.6549838224994105, -1.5801151434527796, -2.7190187613116663, 1.1416832208633423]","[0.2941408157348633, -0.2897562086582184, -0.0014764565275982022, 0.001764077926054597, 0.20202527940273285, -0.20591135323047638]","[3.414917230606079, 2.380802869796753, 0.2130890041589737, 0.2018737941980362, 0.4015045464038849, -1.5472413301467896]",0.004000000189989805,False
7,7,1712157153.1822577,"[-1.612826172505514, -1.4869373480426233, -1.6143816153155726, -1.5806182066546839, -2.447604004536764, 0.870802640914917]","[-0.41933920979499817, 0.3966618776321411, 0.014035924337804317, -0.003413107246160507, -0.03537743166089058, 0.03347913175821304]","[1.4739991426467896, 5.048557281494141, 0.5136566758155823, -0.3162689507007599, -0.1951446682214737, 0.9429932832717896]",0.004000000189989805,False
8,8,1712157154.1874707,"[-1.6457889715777796, -1.487800423298971, -1.5806415716754358, -1.5811331907855433, -2.700646940861837, 1.1243221759796143]","[0.4093044400215149, -0.4756363332271576, 0.07213544845581055, 0.0035473306197673082, -0.25868669152259827, 0.2581561803817749]","[5.767822742462158, 1.8763954639434814, 0.5091705918312073, 0.01570129580795765, -0.2826233208179474, 1.3641358613967896]",0.004000000189989805,False
9,9,1712157155.1927497,"[-1.426783863698141, -1.7329872290240687, -1.5542195479022425, -1.579707447682516, -2.545640293751852, 0.9692028760910034]","[-0.21157430112361908, 0.15059857070446014, 0.06367938220500946, 9.58738019107841, 5.0, 0.36545175313949585, -0.36779746413230896]","[0.2471924126148224, 3.9635210037231445, 0.6975861191749573, 0.0740203931927681, 0.5338440537452698, -1.3275147676467896]",0.004000000189989805,False
10,10,1712157156.1978767,"[-1.7414382139789026, -1.44987661043276, -1.5228870550738733, -1.5811694304095667, -2.5550883452044886, 0.9792448878288269]","[-0.016694825142621994, -0.011607121676206589, 0.03027694672346115, -0.0003451456723269075, -0.3019832968711853, 0.29966315627098083]","[2.673340082168579, 3.2640762329101562, 0.7424469590187073, -0.3386993706226349, -0.5001984238624573, 1.959228754043579]",0.004000000189989805,False
11,11,1712157157.2048893,"[-1.4397242704974573, -1.7948220411883753, -1.4795640150653284, -1.5797436873065394, -2.7094133535968226, 1.133704662322998]","[0.2582840323448181, -0.25368207693099976, -0.003029612125828862, 0.007784952875226736, 0.23533183336257935, -0.23409825563430786]","[3.222656488418579, 2.4009790420532227, 0.1772003322839737, 0.1076660305261612, 0.3095398247241974, -1.954651117324829]",0.004000000189989805,False
12,12,1712157158.2107036,"[-1.6369999090777796, -1.6385496298419397, -1.4388154188739222, -1.5804384390460413, -2.4480236212359827, 0.8728777766227722]","[-0.42229214310646057, 0.4138296842575073, 0.0070946612395346165, -0.003930825740098953, -0.06444636732339859, 0.07216101139783859]","[1.2542725801467896, 4.508281230926514, 0.4957123398780823, -0.1704712063074112, -0.4351502060890198, 1.3549805879592896]",0.004000000189989805,False
13,13,1712157159.2157435,"[-1.6440389792071741, -1.6667302290545862, -1.4031689802752894, -1.5807140509234827, -2.7082377115832728, 1.133201003074646]","[0.4178691506385803, -0.49980929493904114, 0.07485826313495636, 0.0024351945612579584, -0.23326095938682556, 0.23623304069042206]","[5.438232898712158, 1.8719117641448975, 0.6639404892921448, 0.1009368970990181, -0.4216919243335724, 0.9841920137405396]",0.004000000189989805,False
14,14,1712157160.220629,"[-1.454858128224508, -1.88664418855776, -1.372636620198385, -1.5793960730182093, -2.530484739934103, 0.9557056427001953]","[-0.26986557245254517, 0.20502932369709015, 0.06830049306154251, 0.00011504856229294091, 0.36625710129737854, -0.36768242716789246]","[-0.0457763709127903, 4.591228008270264, 0.7177734971046448, -0.008972168900072575, 0.4665527939796448, -1.4877320528030396]",0.004000000189989805,False
15,15,1712157161.2253363,"[-1.764315430318014, -1.600321118031637, -1.3496382872210901, -1.5809653441058558, -2.5624499956714075, 0.9881589412689209]","[-0.0014828480780124664, -0.031446605920791626, 0.03370922803878784, -0.00036432043998502195, -0.3067770004272461, 0.30324244499206543]","[3.392029047012329, 2.7641525268554688, 0.5271149277687073, -0.2534637749195099, -0.3790741264820099, 1.6250611543655396]",0.004000000189989805,False
16,16,1712157162.2312613,"[-1.4646924177752894, -1.9524315039264124, -1.2971366087542933, -1.5793841520892542, -2.701402250920431, 1.127213716506958]","[0.2269013226032257, -0.23848287761211395, 0.01589587703347206, 0.001859951764345169, 0.25721022486686707, -0.25793886184692383]","[3.684998035430908, 2.291130304336548, 0.5540314316749573, 0.1457977443933487, 0.5360870957374573, -1.972961664199829]",0.004000000189989805,False
17,17,1712157163.2345989,"[-1.680047337208883, -1.7713397184955042, -1.262745205556051, -1.5801151434527796, -2.447927538548605, 0.8744252324104309]","[-0.4139319360256195, 0.4298214316368103, -0.01721893437206745, -0.003355582943186164, -0.08406215161085129, 0.08779483288526535]","[1.1123658418655396, 4.456719398498535, 0.2893524467945099, -0.1996307522058487, -0.4306641221046448, 1.4923096895217896]",0.004000000189989805,False
18,18,1712157164.240049,"[-1.678272549306051, -1.8115766684161585, -1.224304501210348, -1.5803187529193323, -2.711583916340963, 1.1381800174713135]","[0.4227012097835541, -0.5100997686386108, 0.0975036546587944, 0.0029529130551964045, -0.22794954478740692, 0.2274126559495926]","[5.516052722930908, 1.8113828897476196, 0.5944061875343323, 0.1188812404870987, -0.3970184624195099, 0.7965088486671448]",0.004000000189989805,False
19,19,1712157165.2416952,"[-1.5113652388202112, -2.019420925770895, -1.1831677595721644, -1.5788925329791468, -2.52269155183901, 0.9497910737991333]","[-0.28916817903518677, 0.2363736629486084, 0.05556845664978027, 7.669904152862728, 5.0, 0.3544454574584961, -0.35218921303749084]","[0.6408692002296448, 4.003873825073242, 0.6549683213233948, -0.0426178015768528, 0.3611297905445099, -1.2863160371780396]",0.004000000189989805,False
20,20,1712157166.2445924,"[-1.814444367085592, -1.722518269215719, -1.1772378126727503, -1.5804742018329065, -2.565183464680807, 0.9924181699752808]","[0.009497897699475288, -0.04141748324036598, 0.036029376089572906, -0.00024927189224399626, -0.30560731887817383, 0.30191299319267273]","[4.531860828399658, 2.465991497039795, 0.5316010117530823, -0.2332763969898224, -0.4015045464038849, 2.091980218887329]",0.004000000189989805,False
21,21,1712157167.248199,"[-1.530360523854391, -2.080451313649313, -1.1030591169940394, -1.5788329283343714, -2.699723784123556, 1.1272497177124023]","[0.2160356342792511, -0.2442353069782257, 0.027228159829974174, 0.0009395632660016418, 0.2573060989379883, -0.26053386926651]","[3.634644031524658, 2.102818250656128, 0.6796417832374573, 0.1502838283777237, 0.4059906303882599, -1.812744379043579]",0.004000000189989805,False
22,22,1712157168.251379,"[-1.7519057432757776, -1.8784406820880335, -1.0837114492999476, -1.5796478430377405, -2.448035542164938, 0.876177191734314]","[-0.39529407024383545, 0.4370439052581787, -0.04176262766122818, -0.005541505757719278, -0.09593132883310318, 0.09892898052930832]","[1.5151978731155396, 4.268407344818115, -0.1211242824792862, -0.2557068169116974, -0.4755249619483948, 1.2954713106155396]",0.004000000189989805,False
23,23,1712157169.253922,"[-1.7534645239459437, -1.9171207586871546, -1.0437100569354456, -1.579707447682516, -2.7089694182025355, 1.1371722221374512]","[0.3867037892341614, -0.5306167602539062, 0.13192234933376312, 0.003719903528690338, -0.2236352264881134, 0.22748935222625732]","[5.662537097930908, 2.0736746788024902, 0.7065582871437073, 0.0919647291302681, -0.5271149277687073, 0.9246827363967896]",0.004000000189989805,False
24,24,1712157170.2562582,"[-1.5972731749164026, -2.133962933217184, -0.9826682249652308, -1.5783417860614222, -2.5242741743670862, 0.953030526638031]","[-0.28285327553749084, 0.25420618057250977, 0.03033447079360485, 0.00015339808305725455, 0.3625563681125641, -0.36489570140838623]","[0.6729126572608948, 4.100271701812744, 0.5854340195655823, 0.0538330152630806, 0.4261780083179474, -1.1352540254592896]",0.004000000189989805,False
25,25,1712157171.259229,"[-1.8481710592852991, -1.8632562796222132, -1.0025799910174769, -1.579707447682516, -2.474051062260763, 0.9027020335197449]","[0.007196926511824131, -0.0027228158432990313, 7.669904152862728, 5.0, -0.00026844663079828024, 0.00046019424917176366, -0.002671683207154274]","[4.312134265899658, 2.1678307056427, 0.1121521145105362, -0.2198181450366974, 0.0874786451458931, -0.4302978813648224]",0.004000000189989805,False
26,26,1712157172.264469,"[-1.8477628866778772, -1.8637717405902308, -1.0026281515704554, -1.5797913710223597, -2.473715368901388, 0.9023904204368591]","[3.834952076431364, 5.0, -0.0, 1.917476038215682, 5.0, -5.752428114647046, 5.0, 5.752428114647046, 5.0, -5.113269435241818, 5.0]","[4.302978992462158, 2.383044719696045, 0.0942077711224556, -0.2355194389820099, 0.0358886756002903, -0.4852295517921448]",0.004000000189989805,False
27,27,1712157173.2682126,"[-1.847727123891012, -1.8637478987323206, -1.0025799910174769, -1.5797913710223597, -2.473691527043478, 0.9023664593696594]","[1.2783173588104546, 5.0, -0.0, 0.0, -1.917476038215682, 5.0, 1.917476038215682, 5.0, -1.2783173588104546, 5.0]","[4.261780261993408, 2.374077320098877, 0.0942077711224556, -0.2265472710132599, 0.0448608435690403, -0.4623413681983948]",0.004000000189989805,False
28,28,1712157174.271915,"[-1.8477509657489222, -1.863784138356344, -1.0025923887835901, -1.5798032919513147, -2.473715368901388, 0.9023784399032593]","[0.0, -0.0, 0.0, -1.917476038215682, 5.0, 0.0, 0.0]","[4.234314441680908, 2.374077320098877, 0.1031799390912056, -0.2086029201745987, 0.0381317175924778, -0.4760742783546448]",0.004000000189989805,False
29,29,1712157175.2755015,"[-1.8477032820331019, -1.8637717405902308, -1.0025561491595667, -1.579827610646383, -2.473727528248922, 0.9023664593696594]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.261780261993408, 2.376319169998169, 0.0986938551068306, -0.1570129543542862, 0.0448608435690403, -0.4394531846046448]",0.004000000189989805,False
30,30,1712157176.280866,"[-1.8477509657489222, -1.8637717405902308, -1.0026043097125452, -1.5798152128802698, -2.473727528248922, 0.9023421406745911]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.234314441680908, 2.376319169998169, 0.0942077711224556, -0.1614990383386612, 0.0426178015768528, -0.4531860947608948]",0.004000000189989805,False
31,31,1712157177.2859628,"[-1.8477032820331019, -1.8637717405902308, -1.0026162306415003, -1.579827610646383, -2.473715368901388, 0.9023541212081909]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.270935535430908, 2.360626459121704, 0.0942077711224556, -0.1457977443933487, 0.0426178015768528, -0.4577637314796448]",0.004000000189989805,False
32,32,1712157178.290609,"[-1.847739044819967, -1.8637960592852991, -1.0026043097125452, -1.5798032919513147, -2.473727528248922, 0.9023784399032593]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.270935535430908, 2.369593858718872, 0.0986938551068306, -0.1525268703699112, 0.0403747595846653, -0.4440308213233948]",0.004000000189989805,False
33,33,1712157179.2937107,"[-1.8477628866778772, -1.8638079802142542, -1.0026043097125452, -1.5798032919513147, -2.473691527043478, 0.9023301601409912]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.280090808868408, 2.360626459121704, 0.0964508131146431, -0.1345825344324112, 0.0426178015768528, -0.4531860947608948]",0.004000000189989805,False
34,34,1712157180.297483,"[-1.847739044819967, -1.8637960592852991, -1.0026043097125452, -1.5798152128802698, -2.473691527043478, 0.9023541212081909]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.275513172149658, 2.3494174480438232, 0.1031799390912056, -0.1345825344324112, 0.0403747595846653, -0.4486084580421448]",0.004000000189989805,False
35,35,1712157181.302489,"[-1.847739044819967, -1.8638079802142542, -1.0026162306415003, -1.5798032919513147, -2.4737513701068323, 0.9023784399032593]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.293823719024658, 2.3516592979431152, 0.1054229810833931, -0.1413116604089737, 0.0426178015768528, -0.4211426079273224]",0.004000000189989805,False
36,36,1712157182.3069668,"[-1.847715202962057, -1.8637598196612757, -1.0025923887835901, -1.5797794500934046, -2.473727528248922, 0.9023421406745911]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.293823719024658, 2.356142997741699, 0.0986938551068306, -0.1547699123620987, 0.0448608435690403, -0.4531860947608948]",0.004000000189989805,False
37,37,1712157183.3104882,"[-1.847715202962057, -1.863784138356344, -1.0026043097125452, -1.5798032919513147, -2.473715368901388, 0.9023421406745911]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.312134265899658, 2.358384609222412, 0.0986938551068306, -0.1570129543542862, 0.0448608435690403, -0.5035400986671448]",0.004000000189989805,False
38,38,1712157184.3146126,"[-1.847715202962057, -1.863784138356344, -1.0025799910174769, -1.579827610646383, -2.4736793676959437, 0.9023664593696594]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.220581531524658, 2.369593858718872, 0.1009368970990181, -0.1816864162683487, 0.0448608435690403, -0.4760742783546448]",0.004000000189989805,False
