,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1711722177.5757558,"[-1.7437077926532638, -1.0739191484431012, -1.8914895347477585, -1.5901973239035883, -2.448560638570437, 0.893663144085165]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
1,1,1711722177.5757558,"[-1.7437077926532638, -1.0739191484431012, -1.8914895347477585, -1.5901973239035883, -2.448560638570437, 0.893663144085165]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
2,2,1711722179.5803642,"[-1.4327010992578098, -1.4555667962020442, -1.825896473135551, -1.5798006854803768, -2.636025914232195, 1.0571872428956588]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
3,3,1711722180.5837069,"[-1.734821186718142, -1.185264480069612, -1.7940854971657134, -1.5813833919670097, -2.494801014639083, 0.9164108245044554]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
4,4,1711722181.5871203,"[-1.5417898500237124, -1.4286006440427106, -1.7437732927587017, -1.580426181953897, -2.7402161491963817, 1.16214476771104]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
5,5,1711722182.5899386,"[-1.5261052285490464, -1.4776293456425837, -1.71042729076829, -1.5803515542075914, -2.4660341506291403, 0.8882715416266858]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
6,6,1711722183.5929399,"[-1.7217729579409782, -1.3062087726956446, -1.6861831709178674, -1.5813522551835146, -2.6351852718589717, 1.05778881106745]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
7,7,1711722184.5958784,"[-1.40589978943166, -1.6558760169159292, -1.6523809022541145, -1.5797157756523532, -2.632442331774045, 1.0552359236312658]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
8,8,1711722185.6005602,"[-1.7142464396366373, -1.3862643484991486, -1.6136498869563187, -1.581276127729938, -2.494472804368629, 0.9177458586040967]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
9,9,1711722186.6047757,"[-1.5179078628724014, -1.6282512752768077, -1.5679958937304843, -1.5802200079867048, -2.7388712951604415, 1.1624376815039739]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
10,10,1711722187.6105387,"[-1.5288606967391742, -1.6514219470104643, -1.5338709589300101, -1.5802272892498737, -2.460173615542793, 0.8840583621353059]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
11,11,1711722188.6147203,"[-1.7119589708611838, -1.4939111687399427, -1.5082846233219738, -1.5811219299128947, -2.642216748926408, 1.0664639299335312]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
12,12,1711722189.6190393,"[-1.4079882151230694, -1.8305431156203045, -1.4756181391100591, -1.5794922905763178, -2.618435311480125, 1.042865652369603]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
13,13,1711722190.622466,"[-1.72692460021941, -1.5478505196972945, -1.4393760218919092, -1.581048690045278, -2.4986271678975545, 0.9235207839057118]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
14,14,1711722191.6264658,"[-1.5191952484857143, -1.8044144557478192, -1.3905373159608336, -1.579853200477865, -2.73668124850184, 1.1618667730294872]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
15,15,1711722192.630854,"[-1.5592227528860885, -1.7994545088051488, -1.3554685258546062, -1.5799528224768478, -2.4557115211996154, 0.8812190338265898]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
16,16,1711722193.6366432,"[-1.730221960610232, -1.6511230941890034, -1.3328005528783753, -1.5807513268527278, -2.6497314814595123, 1.0755773905670465]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
17,17,1711722194.6432261,"[-1.4420352216897707, -1.9812825524341464, -1.2908249152431956, -1.579119748192067, -2.60761070163128, 1.0336712981816893]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
18,18,1711722195.6482103,"[-1.768437232569406, -1.6790353398002806, -1.2666698636968952, -1.5806974500526625, -2.505039840166434, 0.9315068573237134]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
19,19,1711722196.6521356,"[-1.5584678769130724, -1.9494409700674102, -1.2062310127073983, -1.5793725875131, -2.7345087869728952, 1.1612893521861876]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
20,20,1711722197.6554408,"[-1.6228028752437371, -1.9195039238312899, -1.1718317436418126, -1.5795446327779905, -2.4511253834114237, 0.878221448092177]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
