,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1716479832.4631948,"[-1.92578632036318, -2.142311398183004, 0.6434119939804077, -4.610176626835958, -1.6590068976031702, 4.602950096130371]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.042053699493408, 2.4054627418518066, 0.1143951565027237, 0.004486084450036287, 0.0538330152630806, 0.4440308213233948]",0.004000000189989805,False
1,1,1716479832.4631948,"[-1.92578632036318, -2.142311398183004, 0.6434119939804077, -4.610176626835958, -1.6590068976031702, 4.602950096130371]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.042053699493408, 2.4054627418518066, 0.1143951565027237, 0.004486084450036287, 0.0538330152630806, 0.4440308213233948]",0.004000000189989805,False
2,2,1716479834.4673057,"[-1.925798241292135, -2.142299477254049, 0.643436074256897, -4.610188547764913, -1.65898305574526, 4.602962493896484]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.092407703399658, 2.4077045917510986, 0.1054229810833931, 0.011215210892260075, 0.0493469275534153, 0.4257202446460724]",0.00972800049930811,False
3,3,1716479835.4699557,"[-1.9258101622210901, -2.1423595587359827, 0.6434119939804077, -4.610200587903158, -1.6590188185321253, 4.602962493896484]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.129028797149658, 2.4032208919525146, 0.1009368970990181, 0.01570129580795765, 0.0560760572552681, 0.4028320610523224]",0.00972800049930811,False
4,4,1716479836.4735084,"[-1.925774399434225, -2.1423237959491175, 0.6434241533279419, -4.610176626835958, -1.6590068976031702, 4.6029863357543945]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.142761707305908, 2.4099464416503906, 0.1099090725183487, 0.006729126907885075, 0.0493469275534153, 0.4257202446460724]",0.00972800049930811,False
5,5,1716479837.47653,"[-1.925774399434225, -2.142287556325094, 0.6434241533279419, -4.610188547764913, -1.6589706579791468, 4.602962493896484]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.037476062774658, 2.4099464416503906, 0.1076660305261612, 0.008972168900072575, 0.0695343092083931, 0.4302978813648224]",0.00972800049930811,False
6,6,1716479838.480331,"[-1.9257505575763147, -2.1423352400409144, 0.6434241533279419, -4.610140625630514, -1.6589949766742151, 4.6029744148254395]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.142761707305908, 2.3964955806732178, 0.1031799390912056, 0.01570129580795765, 0.0538330152630806, 0.4119873344898224]",0.00972800049930811,False
7,7,1716479839.4857867,"[-1.9257381598102015, -2.142299477254049, 0.643447995185852, -4.610152665768759, -1.6590188185321253, 4.602950096130371]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.165649890899658, 2.3964955806732178, 0.1143951565027237, 0.011215210892260075, 0.0583190992474556, 0.4302978813648224]",0.00972800049930811,False
8,8,1716479840.4896429,"[-1.925798241292135, -2.142311398183004, 0.6434119939804077, -4.610164586697714, -1.6589949766742151, 4.6029863357543945]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.119873523712158, 2.4054627418518066, 0.1031799390912056, 0.01345825381577015, 0.0560760572552681, 0.3936767876148224]",0.00972800049930811,False
9,9,1716479841.4933794,"[-1.925774399434225, -2.1423237959491175, 0.6434241533279419, -4.610152665768759, -1.6590068976031702, 4.602962493896484]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.092407703399658, 2.4009790420532227, 0.1054229810833931, 0.008972168900072575, 0.0583190992474556, 0.3982544243335724]",0.00972800049930811,False
10,10,1716479842.496134,"[-1.9257381598102015, -2.1423237959491175, 0.6434241533279419, -4.610164586697714, -1.6590669790851038, 4.6029744148254395]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.124451160430908, 2.4077045917510986, 0.1031799390912056, 0.01345825381577015, 0.0448608435690403, 0.4119873344898224]",0.00972800049930811,False
11,11,1716479843.5006418,"[-1.9257624785052698, -2.1423352400409144, 0.6434241533279419, -4.610212508832113, -1.6589949766742151, 4.6029744148254395]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.151916980743408, 2.4099464416503906, 0.1054229810833931, 0.006729126907885075, 0.0560760572552681, 0.4211426079273224]",0.00972800049930811,False
12,12,1716479844.5058534,"[-1.925774399434225, -2.142299477254049, 0.6434241533279419, -4.610224548970358, -1.6590068976031702, 4.602962493896484]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.060364246368408, 2.4099464416503906, 0.1099090725183487, 0.011215210892260075, 0.0471038855612278, 0.4074096977710724]",0.00972800049930811,False
13,13,1716479845.509965,"[-1.925798241292135, -2.1423237959491175, 0.6434000730514526, -4.610176626835958, -1.6589949766742151, 4.602950096130371]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.156494617462158, 2.4121880531311035, 0.1121521145105362, 0.0, 0.0672912672162056, 0.4348755180835724]",0.00972800049930811,False
14,14,1716479846.51599,"[-1.9257262388812464, -2.1423237959491175, 0.6434241533279419, -4.610188547764913, -1.6590068976031702, 4.6029744148254395]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.074097156524658, 2.4099464416503906, 0.0919647291302681, 0.01794433780014515, 0.0560760572552681, 0.4119873344898224]",0.00972800049930811,False
15,15,1716479847.520381,"[-1.925798241292135, -2.1423476378070276, 0.6434241533279419, -4.610200587903158, -1.6590068976031702, 4.6029863357543945]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.092407703399658, 2.3964955806732178, 0.1076660305261612, 0.01570129580795765, 0.0605621412396431, 0.4302978813648224]",0.00972800049930811,False
16,16,1716479848.5267384,"[-1.9257624785052698, -2.142311398183004, 0.643436074256897, -4.610164586697714, -1.6590068976031702, 4.6029863357543945]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.037476062774658, 2.392011880874634, 0.1031799390912056, 0.02243042178452015, 0.0605621412396431, 0.4302978813648224]",0.00972800049930811,False
17,17,1716479849.5305462,"[-1.92578632036318, -2.142299477254049, 0.6434599161148071, -4.610140625630514, -1.65898305574526, 4.6029744148254395]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.037476062774658, 2.4009790420532227, 0.1076660305261612, 0.01345825381577015, 0.0515899695456028, 0.4165649712085724]",0.00972800049930811,False
18,18,1716479850.5349839,"[-1.9257505575763147, -2.142287556325094, 0.6434241533279419, -4.610200587903158, -1.6590307394610804, 4.602962493896484]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.083252429962158, 2.4009790420532227, 0.1121521145105362, 0.008972168900072575, 0.0583190992474556, 0.4165649712085724]",0.00972800049930811,False
19,19,1716479851.539467,"[-1.9257381598102015, -2.142299477254049, 0.643436074256897, -4.610200587903158, -1.6589949766742151, 4.602950096130371]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.055786609649658, 2.4077045917510986, 0.1076660305261612, 0.011215210892260075, 0.0560760572552681, 0.4302978813648224]",0.00972800049930811,False
20,20,1716479852.543419,"[-1.9257624785052698, -2.142299477254049, 0.6434119939804077, -4.610140625630514, -1.65898305574526, 4.6029863357543945]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.028320789337158, 2.4009790420532227, 0.1099090725183487, 0.011215210892260075, 0.0583190992474556, 0.4119873344898224]",0.00972800049930811,False
