,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1711719158.7756395,"[-1.7270661214839353, -1.1251205002127087, -1.861987916790771, -1.581267093761864, -2.669607699632949, 1.0905763519580893]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
1,1,1711719158.7756395,"[-1.7270661214839353, -1.1251205002127087, -1.861987916790771, -1.581267093761864, -2.669607699632949, 1.0905763519580893]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
2,2,1711719160.7856612,"[-1.7430447617663076, -1.1769624509543128, -1.7941641618352362, -1.581424577237279, -2.504750548310329, 0.9263702306692042]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
3,3,1711719161.7892728,"[-1.5243925149574329, -1.4468094680904962, -1.7429613369679826, -1.5803364735900718, -2.7400648738719657, 1.161995997769753]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
4,4,1711719162.7941961,"[-1.5465653630326113, -1.4597034189705724, -1.707893435445127, -1.5804575116551887, -2.4579803361938932, 0.8802465740092644]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
5,5,1711719163.7968855,"[-1.7123111520687129, -1.3186257527491534, -1.6832276415481096, -1.5813039869178915, -2.647742184275746, 1.070362125863877]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
6,6,1711719164.800061,"[-1.4066545488488484, -1.6568128345581623, -1.650689270526055, -1.579718813844848, -2.6138495285838172, 1.0366586386510077]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
7,7,1711719165.8038628,"[-1.7224404558028825, -1.3782200055847185, -1.6135003441265474, -1.5813173103226348, -2.5048219323526677, 0.9281061017801548]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
8,8,1711719166.807896,"[-1.497927675776149, -1.6486584705730116, -1.567568541306108, -1.5801159769020077, -2.7372734355323773, 1.1608411301249661]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
9,9,1711719167.8136911,"[-1.546607996996988, -1.6357700209065695, -1.5317757433719321, -1.58031574586586, -2.4542829693520702, 0.8781915809298126]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
10,10,1711719168.8195632,"[-1.6996685642282368, -1.5097732577204979, -1.5047125998240272, -1.5810532031600673, -2.6572595989308394, 1.0815256280733532]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
11,11,1711719169.8226278,"[-1.4101108058741263, -1.830079917408128, -1.4739587036341397, -1.5794997059611746, -2.6028300593752114, 1.0272751672817626]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
12,12,1711719170.827696,"[-1.7355761495428694, -1.5394294895530705, -1.439145565813205, -1.5810916004207443, -2.5114350885470884, 0.9363416214969636]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
13,13,1711719171.831037,"[-1.503162817656168, -1.8209045083641104, -1.3900795489091398, -1.5797688275078763, -2.7340444108352417, 1.1592319103619682]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
14,14,1711719172.8370137,"[-1.5808325778591603, -1.7796597780453156, -1.3536534831813076, -1.5800585503241205, -2.4499155298943887, 0.8754481212850652]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
15,15,1711719173.8404527,"[-1.7172179576256943, -1.6681906004204847, -1.3287368004590048, -1.5806719529734568, -2.6646260135957753, 1.0904914179768834]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
16,16,1711719174.8441625,"[-1.4454910113626638, -1.9796452102589124, -1.289006415113311, -1.5791307545984876, -2.5920007920351664, 1.0180762229061429]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
17,17,1711719175.8484273,"[-1.7747290863975806, -1.672821057818515, -1.2665922925055824, -1.580728414798213, -2.516054303077057, 0.9425311304133857]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
18,18,1711719176.85463,"[-1.5432486860947316, -1.965882202556192, -1.2050089354059708, -1.5792883608897612, -2.731098121572247, 1.1578839921385267]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
19,19,1711719177.8597407,"[-1.6408863093021158, -1.9017399174449892, -1.1715122629731058, -1.5796357019633318, -2.447179906705714, 0.8742928323478965]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
20,20,1711719178.863964,"[-1.7681300258235695, -1.7933460548972084, -1.1526612911348337, -1.5801874847558974, -2.6668208609785236, 1.0942271901540401]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
21,21,1711719179.8679566,"[-1.515522493510572, -2.1063996092315618, -1.0922143342199708, -1.5785859755572895, -2.586353585956154, 1.0140305434974208]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
22,22,1711719180.8741858,"[-1.839422740471117, -1.7806517990692394, -1.0940600781202472, -1.5802358216730767, -2.517261439433418, 0.9452423282001883]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
23,23,1711719181.8790083,"[-1.6242636651153552, -2.0800045585512663, -1.0098653817409118, -1.5786771600283493, -2.7297863719013318, 1.1581230354797596]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
24,24,1711719182.8830945,"[-1.7280485254985691, -2.002177849126528, -0.9839056090543644, -1.579046533270281, -2.445512276861136, 0.8741348733350156]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
25,25,1711719183.886279,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
26,26,1711719184.8896031,"[-1.8476967308836074, -1.863803526352973, -1.002631041546447, -1.5797524980900006, -2.473718838000313, 0.902393144281634]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,True
