,N_muestra,Marca_tiempo,q_pos,q_vel,q_eff,AO_state:,DO_state:
0,0,1716479470.3489997,"[-2.080021683369772, -2.231391255055563, 0.8851848840713501, -4.877476517354147, -1.5796969572650355, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.902649402618408, 1.4414842128753662, 0.01570129580795765, -0.0493469275534153, -0.0448608435690403, 0.5081177353858948]",0.004000000189989805,False
1,1,1716479470.3489997,"[-2.080021683369772, -2.231391255055563, 0.8851848840713501, -4.877476517354147, -1.5796969572650355, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.902649402618408, 1.4414842128753662, 0.01570129580795765, -0.0493469275534153, -0.0448608435690403, 0.5081177353858948]",0.004000000189989805,False
2,2,1716479472.353487,"[-2.080021683369772, -2.231403652821676, 0.8851968050003052, -4.8775004784213465, -1.5796969572650355, 4.88314151763916]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.898071765899658, 1.4370005130767822, 0.01794433780014515, -0.0358886756002903, -0.0426178015768528, 0.5401611924171448]",0.004000000189989805,False
3,3,1716479473.3571596,"[-2.080033604298727, -2.2314274946795862, 0.8851968050003052, -4.8775004784213465, -1.579757038746969, 4.883153438568115]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.943848133087158, 1.4325169324874878, 0.008972168900072575, -0.0583190992474556, -0.0381317175924778, 0.5401611924171448]",0.004000000189989805,False
4,4,1716479474.3616889,"[-2.079937760029928, -2.231415096913473, 0.8851968050003052, -4.877524439488546, -1.5797088781939905, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.925537586212158, 1.454935073852539, 0.006729126907885075, -0.0583190992474556, -0.0381317175924778, 0.5310059189796448]",0.004000000189989805,False
5,5,1716479475.365733,"[-2.0800097624408167, -2.231391255055563, 0.8851848840713501, -4.877476517354147, -1.5797212759601038, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.907227039337158, 1.4437259435653687, 0.0022430422250181437, -0.0515899695456028, -0.0426178015768528, 0.5218506455421448]",0.004000000189989805,False
6,6,1716479476.3698628,"[-2.080021683369772, -2.231391255055563, 0.8852087259292603, -4.877488438283102, -1.5796850363360804, 4.88314151763916]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.893494129180908, 1.4302750825881958, 0.011215210892260075, -0.0448608435690403, -0.0403747595846653, 0.5630493760108948]",0.004000000189989805,False
7,7,1716479477.373939,"[-2.0799859205829065, -2.231391255055563, 0.8851968050003052, -4.8775004784213465, -1.5797212759601038, 4.883105754852295]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.930115222930908, 1.4325169324874878, 0.008972168900072575, -0.0493469275534153, -0.0426178015768528, 0.5310059189796448]",0.004000000189989805,False
8,8,1716479478.3798094,"[-2.0799978415118616, -2.2313793341266077, 0.8852208852767944, -4.877512518559591, -1.5797088781939905, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.888916492462158, 1.4414842128753662, 0.01345825381577015, -0.0538330152630806, -0.0426178015768528, 0.4714966416358948]",0.004000000189989805,False
9,9,1716479479.3841004,"[-2.0799978415118616, -2.231403652821676, 0.8851968050003052, -4.877524439488546, -1.5797212759601038, 4.88314151763916]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.870605945587158, 1.4280333518981934, 0.01345825381577015, -0.0538330152630806, -0.0381317175924778, 0.4989624619483948]",0.004000000189989805,False
10,10,1716479480.3887637,"[-2.0799859205829065, -2.231391255055563, 0.8852208852767944, -4.877524439488546, -1.5796611944781702, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.916382312774658, 1.4235496520996094, 0.006729126907885075, -0.0448608435690403, -0.0448608435690403, 0.5538941025733948]",0.004000000189989805,False
11,11,1716479481.3940022,"[-2.0799620787249964, -2.2313674131976526, 0.8852208852767944, -4.877512518559591, -1.5797088781939905, 4.883177280426025]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.852295398712158, 1.4437259435653687, 0.01345825381577015, -0.0448608435690403, -0.0336456336081028, 0.5401611924171448]",0.004000000189989805,False
12,12,1716479482.3994493,"[-2.0799859205829065, -2.2313793341266077, 0.8852087259292603, -4.877452556286947, -1.5797212759601038, 4.883153438568115]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.939270496368408, 1.4347587823867798, 0.006729126907885075, -0.0560760572552681, -0.0403747595846653, 0.5172730088233948]",0.004000000189989805,False
13,13,1716479483.4048135,"[-2.0799620787249964, -2.2313674131976526, 0.8852087259292603, -4.877548400555746, -1.5797088781939905, 4.88316535949707]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.907227039337158, 1.419066071510315, 0.004486084450036287, -0.0538330152630806, -0.0426178015768528, 0.5172730088233948]",0.004000000189989805,False
14,14,1716479484.4083788,"[-2.080057922993795, -2.2313793341266077, 0.8852208852767944, -4.8775004784213465, -1.5797331968890589, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.916382312774658, 1.4280333518981934, 0.011215210892260075, -0.0493469275534153, -0.0403747595846653, 0.5310059189796448]",0.004000000189989805,False
15,15,1716479485.4143107,"[-2.0800097624408167, -2.231403652821676, 0.8851848840713501, -4.877536479626791, -1.5796850363360804, 4.88316535949707]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.902649402618408, 1.4437259435653687, 0.0, -0.0515899695456028, -0.0448608435690403, 0.5630493760108948]",0.004000000189989805,False
16,16,1716479486.4218335,"[-2.080045525227682, -2.231391255055563, 0.8851968050003052, -4.877536479626791, -1.5797331968890589, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.884338855743408, 1.4235496520996094, 0.01570129580795765, -0.0426178015768528, -0.0381317175924778, 0.4852295517921448]",0.004000000189989805,False
17,17,1716479487.4263637,"[-2.080021683369772, -2.231391255055563, 0.8851968050003052, -4.8775004784213465, -1.5797212759601038, 4.883153438568115]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.925537586212158, 1.4437259435653687, 0.004486084450036287, -0.0515899695456028, -0.0448608435690403, 0.4943848252296448]",0.004000000189989805,False
18,18,1716479488.4322913,"[-2.0799978415118616, -2.231403652821676, 0.8852208852767944, -4.877488438283102, -1.5797331968890589, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.925537586212158, 1.4325169324874878, 0.011215210892260075, -0.0538330152630806, -0.0381317175924778, 0.5172730088233948]",0.004000000189989805,False
19,19,1716479489.437781,"[-2.080021683369772, -2.231415096913473, 0.8852087259292603, -4.877524439488546, -1.5797331968890589, 4.88316535949707]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.920959949493408, 1.4459677934646606, 0.006729126907885075, -0.0358886756002903, -0.0426178015768528, 0.5035400986671448]",0.004000000189989805,False
20,20,1716479490.4419272,"[-2.0799859205829065, -2.231391255055563, 0.8852087259292603, -4.877488438283102, -1.5797088781939905, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.943848133087158, 1.4325169324874878, 0.008972168900072575, -0.0314025916159153, -0.0403747595846653, 0.5172730088233948]",0.004000000189989805,False
21,21,1716479491.4470768,"[-2.0800097624408167, -2.231403652821676, 0.8852087259292603, -4.877512518559591, -1.5797088781939905, 4.883129596710205]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.884338855743408, 1.4370005130767822, 0.01345825381577015, -0.0448608435690403, -0.0381317175924778, 0.5447388291358948]",0.004000000189989805,False
22,22,1716479492.4527032,"[-2.0799978415118616, -2.231391255055563, 0.8852087259292603, -4.877524439488546, -1.5797212759601038, 4.88311767578125]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.879761219024658, 1.4392423629760742, 0.0022430422250181437, -0.0493469275534153, -0.0381317175924778, 0.5264282822608948]",0.004000000189989805,False
23,23,1716479493.4579632,"[-2.0799978415118616, -2.231403652821676, 0.8852328062057495, -4.877512518559591, -1.5797331968890589, 4.88309383392334]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.930115222930908, 1.4370005130767822, 0.0, -0.0493469275534153, -0.0426178015768528, 0.5035400986671448]",0.004000000189989805,False
24,24,1716479494.4632154,"[-2.0799978415118616, -2.2313793341266077, 0.8851968050003052, -4.877512518559591, -1.5796731154071253, 4.883153438568115]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.888916492462158, 1.421307921409607, 0.01345825381577015, -0.0628051832318306, -0.0426178015768528, 0.5538941025733948]",0.004000000189989805,False
25,25,1716479495.4688385,"[-2.0799978415118616, -2.231415096913473, 0.8851848840713501, -4.877488438283102, -1.5797212759601038, 4.88314151763916]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.911804676055908, 1.4325169324874878, 0.01345825381577015, -0.0560760572552681, -0.0403747595846653, 0.4943848252296448]",0.004000000189989805,False
26,26,1716479496.4742677,"[-2.080033604298727, -2.231391255055563, 0.8852208852767944, -4.877488438283102, -1.5797212759601038, 4.88314151763916]","[0.0, -0.0, 0.0, 0.0, 0.0, 0.0]","[4.898071765899658, 1.4325169324874878, 0.0022430422250181437, -0.0403747595846653, -0.0403747595846653, 0.5264282822608948]",0.004000000189989805,False
